	taxa	sample	mean	se	V1	V2	V3	V4	Time	TP
790	log_KP_rel_mean	C4-G3-T2-TP0	0	0	C4	G3	T2	TP0	48.1	0
791	log_CI_rel_mean	C4-G3-T2-TP3	0.002093146	NA	C4	G3	T2	TP3	51	3
792	log_Lac_rel_mean	C4-G3-T2-TP3	0.002093146	NA	C4	G3	T2	TP3	51	3
793	log_EF_rel_mean	C4-G3-T2-TP3	1.603926983	NA	C4	G3	T2	TP3	51	3
794	log_EC_rel_mean	C4-G3-T2-TP3	1.614084736	NA	C4	G3	T2	TP3	51	3
795	log_KP_rel_mean	C4-G3-T2-TP3	0	NA	C4	G3	T2	TP3	51	3
796	log_CI_rel_mean	C4-G3-T2-TP6	0.016074141	0.004954566	C4	G3	T2	TP6	54	6
797	log_Lac_rel_mean	C4-G3-T2-TP6	0.016074141	0.004954566	C4	G3	T2	TP6	54	6
798	log_EF_rel_mean	C4-G3-T2-TP6	5.302494663	0.256084795	C4	G3	T2	TP6	54	6
799	log_EC_rel_mean	C4-G3-T2-TP6	2.935008251	1.486343815	C4	G3	T2	TP6	54	6
800	log_KP_rel_mean	C4-G3-T2-TP6	0	0	C4	G3	T2	TP6	54	6
801	log_CI_rel_mean	C4-G3-T2-TP12	0.278928251	0.256739826	C4	G3	T2	TP12	60	12
802	log_Lac_rel_mean	C4-G3-T2-TP12	0.01797488	0.004408804	C4	G3	T2	TP12	60	12
803	log_EF_rel_mean	C4-G3-T2-TP12	5.426594315	0.098660723	C4	G3	T2	TP12	60	12
804	log_EC_rel_mean	C4-G3-T2-TP12	5.026530294	0.25909015	C4	G3	T2	TP12	60	12
805	log_KP_rel_mean	C4-G3-T2-TP12	0	0	C4	G3	T2	TP12	60	12
806	log_CI_rel_mean	C4-G3-T2-TP24	1.128447741	0.965063041	C4	G3	T2	TP24	72	24
807	log_Lac_rel_mean	C4-G3-T2-TP24	0.035448567	0.006052479	C4	G3	T2	TP24	72	24
808	log_EF_rel_mean	C4-G3-T2-TP24	5.175609902	0.175899805	C4	G3	T2	TP24	72	24
809	log_EC_rel_mean	C4-G3-T2-TP24	5.034159576	0.29096075	C4	G3	T2	TP24	72	24
810	log_KP_rel_mean	C4-G3-T2-TP24	0	0	C4	G3	T2	TP24	72	24
811	log_CI_rel_mean	C4-G3-T3-TP0	0	0	C4	G3	T3	TP0	48.1	0
812	log_Lac_rel_mean	C4-G3-T3-TP0	0	0	C4	G3	T3	TP0	48.1	0
813	log_EF_rel_mean	C4-G3-T3-TP0	0	0	C4	G3	T3	TP0	48.1	0
814	log_EC_rel_mean	C4-G3-T3-TP0	0	0	C4	G3	T3	TP0	48.1	0
815	log_KP_rel_mean	C4-G3-T3-TP0	0	0	C4	G3	T3	TP0	48.1	0
816	log_CI_rel_mean	C4-G3-T3-TP3	0.00300115	NA	C4	G3	T3	TP3	51	3
817	log_Lac_rel_mean	C4-G3-T3-TP3	0.00300115	NA	C4	G3	T3	TP3	51	3
818	log_EF_rel_mean	C4-G3-T3-TP3	1.907354084	NA	C4	G3	T3	TP3	51	3
819	log_EC_rel_mean	C4-G3-T3-TP3	2.506239509	NA	C4	G3	T3	TP3	51	3
820	log_KP_rel_mean	C4-G3-T3-TP3	0	NA	C4	G3	T3	TP3	51	3
821	log_CI_rel_mean	C4-G3-T3-TP6	0.017107895	0.001541751	C4	G3	T3	TP6	54	6
822	log_Lac_rel_mean	C4-G3-T3-TP6	0.013716496	0.003506269	C4	G3	T3	TP6	54	6
823	log_EF_rel_mean	C4-G3-T3-TP6	5.321036672	0.232649509	C4	G3	T3	TP6	54	6
824	log_EC_rel_mean	C4-G3-T3-TP6	2.878965276	1.492860818	C4	G3	T3	TP6	54	6
825	log_KP_rel_mean	C4-G3-T3-TP6	0	0	C4	G3	T3	TP6	54	6
826	log_CI_rel_mean	C4-G3-T3-TP12	0.031489035	0.012294214	C4	G3	T3	TP12	60	12
827	log_Lac_rel_mean	C4-G3-T3-TP12	0.030688176	0.007143104	C4	G3	T3	TP12	60	12
828	log_EF_rel_mean	C4-G3-T3-TP12	5.51348867	0.033603022	C4	G3	T3	TP12	60	12
829	log_EC_rel_mean	C4-G3-T3-TP12	4.889966113	0.162363585	C4	G3	T3	TP12	60	12
830	log_KP_rel_mean	C4-G3-T3-TP12	0	0	C4	G3	T3	TP12	60	12
831	log_CI_rel_mean	C4-G3-T3-TP24	0.050674854	0.009274737	C4	G3	T3	TP24	72	24
832	log_Lac_rel_mean	C4-G3-T3-TP24	0.039722962	0.012190879	C4	G3	T3	TP24	72	24
833	log_EF_rel_mean	C4-G3-T3-TP24	5.117282392	0.198808706	C4	G3	T3	TP24	72	24
834	log_EC_rel_mean	C4-G3-T3-TP24	5.086592313	0.322597508	C4	G3	T3	TP24	72	24
835	log_KP_rel_mean	C4-G3-T3-TP24	0	0	C4	G3	T3	TP24	72	24
836	log_CI_rel_mean	C4-G3-T4-TP0	0	0	C4	G3	T4	TP0	48.1	0
837	log_Lac_rel_mean	C4-G3-T4-TP0	0	0	C4	G3	T4	TP0	48.1	0
838	log_EF_rel_mean	C4-G3-T4-TP0	0	0	C4	G3	T4	TP0	48.1	0
839	log_EC_rel_mean	C4-G3-T4-TP0	0	0	C4	G3	T4	TP0	48.1	0
840	log_KP_rel_mean	C4-G3-T4-TP0	0	0	C4	G3	T4	TP0	48.1	0
841	log_CI_rel_mean	C4-G3-T4-TP3	0.002557249	NA	C4	G3	T4	TP3	51	3
842	log_Lac_rel_mean	C4-G3-T4-TP3	0.002557249	NA	C4	G3	T4	TP3	51	3
843	log_EF_rel_mean	C4-G3-T4-TP3	1.104351689	NA	C4	G3	T4	TP3	51	3
844	log_EC_rel_mean	C4-G3-T4-TP3	2.300343708	NA	C4	G3	T4	TP3	51	3
845	log_KP_rel_mean	C4-G3-T4-TP3	0	NA	C4	G3	T4	TP3	51	3
846	log_CI_rel_mean	C4-G3-T4-TP6	0.030405349	0.014767215	C4	G3	T4	TP6	54	6
847	log_Lac_rel_mean	C4-G3-T4-TP6	0.023975296	0.010678754	C4	G3	T4	TP6	54	6
848	log_EF_rel_mean	C4-G3-T4-TP6	4.731564743	0.711846782	C4	G3	T4	TP6	54	6
849	log_EC_rel_mean	C4-G3-T4-TP6	3.167028952	1.573979489	C4	G3	T4	TP6	54	6
850	log_KP_rel_mean	C4-G3-T4-TP6	0	0	C4	G3	T4	TP6	54	6
851	log_CI_rel_mean	C4-G3-T4-TP12	0.029649025	0.000387459	C4	G3	T4	TP12	60	12
852	log_Lac_rel_mean	C4-G3-T4-TP12	0.030276138	0.000665818	C4	G3	T4	TP12	60	12
853	log_EF_rel_mean	C4-G3-T4-TP12	5.284243345	0.173384794	C4	G3	T4	TP12	60	12
854	log_EC_rel_mean	C4-G3-T4-TP12	5.302272935	0.181461563	C4	G3	T4	TP12	60	12
855	log_KP_rel_mean	C4-G3-T4-TP12	0	0	C4	G3	T4	TP12	60	12
856	log_CI_rel_mean	C4-G3-T4-TP24	0.087837346	0.042385103	C4	G3	T4	TP24	72	24
857	log_Lac_rel_mean	C4-G3-T4-TP24	0.037265926	0.004104815	C4	G3	T4	TP24	72	24
858	log_EF_rel_mean	C4-G3-T4-TP24	4.81024589	0.388883521	C4	G3	T4	TP24	72	24
859	log_EC_rel_mean	C4-G3-T4-TP24	5.491416749	0.190568838	C4	G3	T4	TP24	72	24
860	log_KP_rel_mean	C4-G3-T4-TP24	0	0	C4	G3	T4	TP24	72	24
861	log_CI_rel_mean	C5-G1-T1-TP0	0	0	C5	G1	T1	TP0	0	0
862	log_Lac_rel_mean	C5-G1-T1-TP0	0	0	C5	G1	T1	TP0	0	0
863	log_EF_rel_mean	C5-G1-T1-TP0	0	0	C5	G1	T1	TP0	0	0
864	log_EC_rel_mean	C5-G1-T1-TP0	0	0	C5	G1	T1	TP0	0	0
865	log_KP_rel_mean	C5-G1-T1-TP0	0	0	C5	G1	T1	TP0	0	0
866	log_CI_rel_mean	C5-G1-T1-TP3	1.403462432	0.098371059	C5	G1	T1	TP3	3	3
867	log_Lac_rel_mean	C5-G1-T1-TP3	0.458623283	0.181015889	C5	G1	T1	TP3	3	3
868	log_EF_rel_mean	C5-G1-T1-TP3	1.742989364	0.822527768	C5	G1	T1	TP3	3	3
869	log_EC_rel_mean	C5-G1-T1-TP3	0	0	C5	G1	T1	TP3	3	3
870	log_KP_rel_mean	C5-G1-T1-TP3	0	0	C5	G1	T1	TP3	3	3
871	log_CI_rel_mean	C5-G1-T1-TP6	2.961724894	0.081203851	C5	G1	T1	TP6	6	6
872	log_Lac_rel_mean	C5-G1-T1-TP6	0.992931606	0.450000766	C5	G1	T1	TP6	6	6
873	log_EF_rel_mean	C5-G1-T1-TP6	4.105533866	0.893505385	C5	G1	T1	TP6	6	6
874	log_EC_rel_mean	C5-G1-T1-TP6	0	0	C5	G1	T1	TP6	6	6
875	log_KP_rel_mean	C5-G1-T1-TP6	0	0	C5	G1	T1	TP6	6	6
876	log_CI_rel_mean	C5-G1-T1-TP12	3.802414673	0.720009144	C5	G1	T1	TP12	12	12
877	log_Lac_rel_mean	C5-G1-T1-TP12	1.508730513	0.843968559	C5	G1	T1	TP12	12	12
878	log_EF_rel_mean	C5-G1-T1-TP12	5.748883146	0.034439598	C5	G1	T1	TP12	12	12
879	log_EC_rel_mean	C5-G1-T1-TP12	0	0	C5	G1	T1	TP12	12	12
880	log_KP_rel_mean	C5-G1-T1-TP12	0	0	C5	G1	T1	TP12	12	12
881	log_CI_rel_mean	C5-G1-T1-TP24	2.981618148	0.606381078	C5	G1	T1	TP24	24	24
882	log_Lac_rel_mean	C5-G1-T1-TP24	1.592098128	0.909033539	C5	G1	T1	TP24	24	24
883	log_EF_rel_mean	C5-G1-T1-TP24	5.51836539	0.06133431	C5	G1	T1	TP24	24	24
884	log_EC_rel_mean	C5-G1-T1-TP24	0	0	C5	G1	T1	TP24	24	24
885	log_KP_rel_mean	C5-G1-T1-TP24	0	0	C5	G1	T1	TP24	24	24
886	log_CI_rel_mean	C5-G2-T1-TP0	0	0	C5	G2	T1	TP0	24.1	0
887	log_Lac_rel_mean	C5-G2-T1-TP0	0	0	C5	G2	T1	TP0	24.1	0
888	log_EF_rel_mean	C5-G2-T1-TP0	0	0	C5	G2	T1	TP0	24.1	0
889	log_EC_rel_mean	C5-G2-T1-TP0	0	0	C5	G2	T1	TP0	24.1	0
890	log_KP_rel_mean	C5-G2-T1-TP0	0	0	C5	G2	T1	TP0	24.1	0
891	log_CI_rel_mean	C5-G2-T1-TP3	0.01108474	0.007741981	C5	G2	T1	TP3	27	3
892	log_Lac_rel_mean	C5-G2-T1-TP3	0.005979431	0.005558736	C5	G2	T1	TP3	27	3
893	log_EF_rel_mean	C5-G2-T1-TP3	1.362386645	0.726830035	C5	G2	T1	TP3	27	3
894	log_EC_rel_mean	C5-G2-T1-TP3	0	0	C5	G2	T1	TP3	27	3
895	log_KP_rel_mean	C5-G2-T1-TP3	0	0	C5	G2	T1	TP3	27	3
896	log_CI_rel_mean	C5-G2-T1-TP6	0.105072481	0.017758142	C5	G2	T1	TP6	30	6
897	log_Lac_rel_mean	C5-G2-T1-TP6	0.166110094	0.092849407	C5	G2	T1	TP6	30	6
898	log_EF_rel_mean	C5-G2-T1-TP6	4.520547006	0.322174363	C5	G2	T1	TP6	30	6
899	log_EC_rel_mean	C5-G2-T1-TP6	0	0	C5	G2	T1	TP6	30	6
900	log_KP_rel_mean	C5-G2-T1-TP6	0	0	C5	G2	T1	TP6	30	6
901	log_CI_rel_mean	C5-G2-T1-TP12	0.541169272	0.30621053	C5	G2	T1	TP12	36	12
902	log_Lac_rel_mean	C5-G2-T1-TP12	0.281291191	0.270143103	C5	G2	T1	TP12	36	12
903	log_EF_rel_mean	C5-G2-T1-TP12	5.748709162	0.026386443	C5	G2	T1	TP12	36	12
904	log_EC_rel_mean	C5-G2-T1-TP12	0	0	C5	G2	T1	TP12	36	12
905	log_KP_rel_mean	C5-G2-T1-TP12	0	0	C5	G2	T1	TP12	36	12
906	log_CI_rel_mean	C5-G2-T1-TP24	1.376686784	1.151600537	C5	G2	T1	TP24	48	24
907	log_Lac_rel_mean	C5-G2-T1-TP24	1.218022661	1.032712826	C5	G2	T1	TP24	48	24
908	log_EF_rel_mean	C5-G2-T1-TP24	5.652481131	0.12219171	C5	G2	T1	TP24	48	24
909	log_EC_rel_mean	C5-G2-T1-TP24	0	0	C5	G2	T1	TP24	48	24
910	log_KP_rel_mean	C5-G2-T1-TP24	0	0	C5	G2	T1	TP24	48	24
911	log_CI_rel_mean	C5-G2-T2-TP0	0	0	C5	G2	T2	TP0	24.1	0
912	log_Lac_rel_mean	C5-G2-T2-TP0	0	0	C5	G2	T2	TP0	24.1	0
913	log_EF_rel_mean	C5-G2-T2-TP0	0	0	C5	G2	T2	TP0	24.1	0
914	log_EC_rel_mean	C5-G2-T2-TP0	0	0	C5	G2	T2	TP0	24.1	0
915	log_KP_rel_mean	C5-G2-T2-TP0	0	0	C5	G2	T2	TP0	24.1	0
916	log_CI_rel_mean	C5-G2-T2-TP3	0.019057532	0.015751023	C5	G2	T2	TP3	27	3
917	log_Lac_rel_mean	C5-G2-T2-TP3	0.000524825	0.000303294	C5	G2	T2	TP3	27	3
918	log_EF_rel_mean	C5-G2-T2-TP3	1.163078868	0.691638102	C5	G2	T2	TP3	27	3
919	log_EC_rel_mean	C5-G2-T2-TP3	0	0	C5	G2	T2	TP3	27	3
920	log_KP_rel_mean	C5-G2-T2-TP3	0	0	C5	G2	T2	TP3	27	3
921	log_CI_rel_mean	C5-G2-T2-TP6	0.059244143	0.01820465	C5	G2	T2	TP6	30	6
922	log_Lac_rel_mean	C5-G2-T2-TP6	0.005502181	0.001001937	C5	G2	T2	TP6	30	6
923	log_EF_rel_mean	C5-G2-T2-TP6	4.272798251	0.266744309	C5	G2	T2	TP6	30	6
924	log_EC_rel_mean	C5-G2-T2-TP6	0	0	C5	G2	T2	TP6	30	6
925	log_KP_rel_mean	C5-G2-T2-TP6	0	0	C5	G2	T2	TP6	30	6
926	log_CI_rel_mean	C5-G2-T2-TP12	0.35049726	0.118492758	C5	G2	T2	TP12	36	12
927	log_Lac_rel_mean	C5-G2-T2-TP12	0.010871373	0.002452529	C5	G2	T2	TP12	36	12
928	log_EF_rel_mean	C5-G2-T2-TP12	5.651980904	0.009755224	C5	G2	T2	TP12	36	12
929	log_EC_rel_mean	C5-G2-T2-TP12	0	0	C5	G2	T2	TP12	36	12
930	log_KP_rel_mean	C5-G2-T2-TP12	0	0	C5	G2	T2	TP12	36	12
931	log_CI_rel_mean	C5-G2-T2-TP24	0.093795376	0.049049149	C5	G2	T2	TP24	48	24
932	log_Lac_rel_mean	C5-G2-T2-TP24	0.395217747	0.374957957	C5	G2	T2	TP24	48	24
933	log_EF_rel_mean	C5-G2-T2-TP24	5.41863752	0.184707993	C5	G2	T2	TP24	48	24
934	log_EC_rel_mean	C5-G2-T2-TP24	0	0	C5	G2	T2	TP24	48	24
935	log_KP_rel_mean	C5-G2-T2-TP24	0	0	C5	G2	T2	TP24	48	24
936	log_CI_rel_mean	C5-G2-T3-TP0	0	0	C5	G2	T3	TP0	24.1	0
937	log_Lac_rel_mean	C5-G2-T3-TP0	0	0	C5	G2	T3	TP0	24.1	0
938	log_EF_rel_mean	C5-G2-T3-TP0	0	0	C5	G2	T3	TP0	24.1	0
939	log_EC_rel_mean	C5-G2-T3-TP0	0	0	C5	G2	T3	TP0	24.1	0
940	log_KP_rel_mean	C5-G2-T3-TP0	0	0	C5	G2	T3	TP0	24.1	0
941	log_CI_rel_mean	C5-G2-T3-TP3	0.010089363	0.010089363	C5	G2	T3	TP3	27	3
942	log_Lac_rel_mean	C5-G2-T3-TP3	0.010676562	0.010676562	C5	G2	T3	TP3	27	3
943	log_EF_rel_mean	C5-G2-T3-TP3	0.335970346	0.335970346	C5	G2	T3	TP3	27	3
944	log_EC_rel_mean	C5-G2-T3-TP3	0	0	C5	G2	T3	TP3	27	3
945	log_KP_rel_mean	C5-G2-T3-TP3	0	0	C5	G2	T3	TP3	27	3
946	log_CI_rel_mean	C5-G2-T3-TP6	0.252701365	0.234080824	C5	G2	T3	TP6	30	6
947	log_Lac_rel_mean	C5-G2-T3-TP6	0.241321492	0.239612331	C5	G2	T3	TP6	30	6
948	log_EF_rel_mean	C5-G2-T3-TP6	3.036299066	0.077072376	C5	G2	T3	TP6	30	6
949	log_EC_rel_mean	C5-G2-T3-TP6	0	0	C5	G2	T3	TP6	30	6
950	log_KP_rel_mean	C5-G2-T3-TP6	0	0	C5	G2	T3	TP6	30	6
951	log_CI_rel_mean	C5-G2-T3-TP12	0.045281575	0.032749495	C5	G2	T3	TP12	36	12
952	log_Lac_rel_mean	C5-G2-T3-TP12	0.010516487	0.002016137	C5	G2	T3	TP12	36	12
953	log_EF_rel_mean	C5-G2-T3-TP12	5.399952216	0.135142269	C5	G2	T3	TP12	36	12
954	log_EC_rel_mean	C5-G2-T3-TP12	0	0	C5	G2	T3	TP12	36	12
955	log_KP_rel_mean	C5-G2-T3-TP12	0	0	C5	G2	T3	TP12	36	12
956	log_CI_rel_mean	C5-G2-T3-TP24	0.009348159	0.002544678	C5	G2	T3	TP24	48	24
957	log_Lac_rel_mean	C5-G2-T3-TP24	0.009348159	0.002544678	C5	G2	T3	TP24	48	24
958	log_EF_rel_mean	C5-G2-T3-TP24	4.694809349	0.270942539	C5	G2	T3	TP24	48	24
959	log_EC_rel_mean	C5-G2-T3-TP24	0	0	C5	G2	T3	TP24	48	24
960	log_KP_rel_mean	C5-G2-T3-TP24	0	0	C5	G2	T3	TP24	48	24
961	log_CI_rel_mean	C5-G2-T4-TP0	0	0	C5	G2	T4	TP0	24.1	0
962	log_Lac_rel_mean	C5-G2-T4-TP0	0	0	C5	G2	T4	TP0	24.1	0
963	log_EF_rel_mean	C5-G2-T4-TP0	0	0	C5	G2	T4	TP0	24.1	0
964	log_EC_rel_mean	C5-G2-T4-TP0	0	0	C5	G2	T4	TP0	24.1	0
965	log_KP_rel_mean	C5-G2-T4-TP0	0	0	C5	G2	T4	TP0	24.1	0
966	log_CI_rel_mean	C5-G2-T4-TP3	0	0	C5	G2	T4	TP3	27	3
967	log_Lac_rel_mean	C5-G2-T4-TP3	0	0	C5	G2	T4	TP3	27	3
968	log_EF_rel_mean	C5-G2-T4-TP3	0	0	C5	G2	T4	TP3	27	3
969	log_EC_rel_mean	C5-G2-T4-TP3	0	0	C5	G2	T4	TP3	27	3
970	log_KP_rel_mean	C5-G2-T4-TP3	0	0	C5	G2	T4	TP3	27	3
971	log_CI_rel_mean	C5-G2-T4-TP6	0.167873994	0.164862065	C5	G2	T4	TP6	30	6
972	log_Lac_rel_mean	C5-G2-T4-TP6	0.061566428	0.059561671	C5	G2	T4	TP6	30	6
973	log_EF_rel_mean	C5-G2-T4-TP6	0.704312411	0.411399763	C5	G2	T4	TP6	30	6
974	log_EC_rel_mean	C5-G2-T4-TP6	0	0	C5	G2	T4	TP6	30	6
975	log_KP_rel_mean	C5-G2-T4-TP6	0	0	C5	G2	T4	TP6	30	6
976	log_CI_rel_mean	C5-G2-T4-TP12	0.313195898	0.257348961	C5	G2	T4	TP12	36	12
977	log_Lac_rel_mean	C5-G2-T4-TP12	0.102989718	0.102667657	C5	G2	T4	TP12	36	12
978	log_EF_rel_mean	C5-G2-T4-TP12	2.120226773	0.182601986	C5	G2	T4	TP12	36	12
979	log_EC_rel_mean	C5-G2-T4-TP12	0	0	C5	G2	T4	TP12	36	12
980	log_KP_rel_mean	C5-G2-T4-TP12	0	0	C5	G2	T4	TP12	36	12
981	log_CI_rel_mean	C5-G2-T4-TP24	0.1304018	0.067695319	C5	G2	T4	TP24	48	24
982	log_Lac_rel_mean	C5-G2-T4-TP24	0.00893677	0.004777768	C5	G2	T4	TP24	48	24
983	log_EF_rel_mean	C5-G2-T4-TP24	4.425953079	0.899247781	C5	G2	T4	TP24	48	24
984	log_EC_rel_mean	C5-G2-T4-TP24	0	0	C5	G2	T4	TP24	48	24
985	log_KP_rel_mean	C5-G2-T4-TP24	0	0	C5	G2	T4	TP24	48	24
986	log_CI_rel_mean	C5-G3-T1-TP0	0	0	C5	G3	T1	TP0	48.1	0
987	log_Lac_rel_mean	C5-G3-T1-TP0	0	0	C5	G3	T1	TP0	48.1	0
988	log_EF_rel_mean	C5-G3-T1-TP0	0	0	C5	G3	T1	TP0	48.1	0
989	log_EC_rel_mean	C5-G3-T1-TP0	0	0	C5	G3	T1	TP0	48.1	0
990	log_KP_rel_mean	C5-G3-T1-TP0	0	0	C5	G3	T1	TP0	48.1	0
991	log_CI_rel_mean	C5-G3-T1-TP3	0.46585639	NA	C5	G3	T1	TP3	51	3
992	log_Lac_rel_mean	C5-G3-T1-TP3	0.00272109	NA	C5	G3	T1	TP3	51	3
993	log_EF_rel_mean	C5-G3-T1-TP3	2.433955143	NA	C5	G3	T1	TP3	51	3
994	log_EC_rel_mean	C5-G3-T1-TP3	0	NA	C5	G3	T1	TP3	51	3
995	log_KP_rel_mean	C5-G3-T1-TP3	0	NA	C5	G3	T1	TP3	51	3
996	log_CI_rel_mean	C5-G3-T1-TP6	0.715925171	0.708059602	C5	G3	T1	TP6	54	6
997	log_Lac_rel_mean	C5-G3-T1-TP6	0.202674019	0.185994475	C5	G3	T1	TP6	54	6
998	log_EF_rel_mean	C5-G3-T1-TP6	5.084237321	0.179294763	C5	G3	T1	TP6	54	6
999	log_EC_rel_mean	C5-G3-T1-TP6	0	0	C5	G3	T1	TP6	54	6
1000	log_KP_rel_mean	C5-G3-T1-TP6	0	0	C5	G3	T1	TP6	54	6
1001	log_CI_rel_mean	C5-G3-T1-TP12	1.855834049	1.841113813	C5	G3	T1	TP12	60	12
1002	log_Lac_rel_mean	C5-G3-T1-TP12	0.324016036	0.28762899	C5	G3	T1	TP12	60	12
1003	log_EF_rel_mean	C5-G3-T1-TP12	5.913700038	0.142890678	C5	G3	T1	TP12	60	12
1004	log_EC_rel_mean	C5-G3-T1-TP12	0	0	C5	G3	T1	TP12	60	12
1005	log_KP_rel_mean	C5-G3-T1-TP12	0	0	C5	G3	T1	TP12	60	12
1006	log_CI_rel_mean	C5-G3-T1-TP24	1.406945319	1.324361745	C5	G3	T1	TP24	72	24
1007	log_Lac_rel_mean	C5-G3-T1-TP24	1.126143392	1.112396078	C5	G3	T1	TP24	72	24
1008	log_EF_rel_mean	C5-G3-T1-TP24	5.718108652	0.183933285	C5	G3	T1	TP24	72	24
1009	log_EC_rel_mean	C5-G3-T1-TP24	0	0	C5	G3	T1	TP24	72	24
1010	log_KP_rel_mean	C5-G3-T1-TP24	0	0	C5	G3	T1	TP24	72	24
1011	log_CI_rel_mean	C5-G3-T2-TP0	0	0	C5	G3	T2	TP0	48.1	0
1012	log_Lac_rel_mean	C5-G3-T2-TP0	0	0	C5	G3	T2	TP0	48.1	0
1013	log_EF_rel_mean	C5-G3-T2-TP0	0	0	C5	G3	T2	TP0	48.1	0
1014	log_EC_rel_mean	C5-G3-T2-TP0	0	0	C5	G3	T2	TP0	48.1	0
1015	log_KP_rel_mean	C5-G3-T2-TP0	0	0	C5	G3	T2	TP0	48.1	0
1016	log_CI_rel_mean	C5-G3-T2-TP3	0	NA	C5	G3	T2	TP3	51	3
1017	log_Lac_rel_mean	C5-G3-T2-TP3	0	NA	C5	G3	T2	TP3	51	3
1018	log_EF_rel_mean	C5-G3-T2-TP3	0	NA	C5	G3	T2	TP3	51	3
1019	log_EC_rel_mean	C5-G3-T2-TP3	0	NA	C5	G3	T2	TP3	51	3
1020	log_KP_rel_mean	C5-G3-T2-TP3	0	NA	C5	G3	T2	TP3	51	3
1021	log_CI_rel_mean	C5-G3-T2-TP6	0.018082557	NA	C5	G3	T2	TP6	54	6
1022	log_Lac_rel_mean	C5-G3-T2-TP6	0.012977984	0.00554663	C5	G3	T2	TP6	54	6
1023	log_EF_rel_mean	C5-G3-T2-TP6	4.395209104	0.353918401	C5	G3	T2	TP6	54	6
1024	log_EC_rel_mean	C5-G3-T2-TP6	0	0	C5	G3	T2	TP6	54	6
1025	log_KP_rel_mean	C5-G3-T2-TP6	0	0	C5	G3	T2	TP6	54	6
1026	log_CI_rel_mean	C5-G3-T2-TP12	0.444685821	NA	C5	G3	T2	TP12	60	12
1027	log_Lac_rel_mean	C5-G3-T2-TP12	0.014017427	0.000389565	C5	G3	T2	TP12	60	12
1028	log_EF_rel_mean	C5-G3-T2-TP12	5.803332851	0.012748627	C5	G3	T2	TP12	60	12
1029	log_EC_rel_mean	C5-G3-T2-TP12	0	0	C5	G3	T2	TP12	60	12
1030	log_KP_rel_mean	C5-G3-T2-TP12	0	0	C5	G3	T2	TP12	60	12
1031	log_CI_rel_mean	C5-G3-T2-TP24	0.800784443	NA	C5	G3	T2	TP24	72	24
1032	log_Lac_rel_mean	C5-G3-T2-TP24	0.318048377	0.30122346	C5	G3	T2	TP24	72	24
1033	log_EF_rel_mean	C5-G3-T2-TP24	5.579603926	0.053755823	C5	G3	T2	TP24	72	24
1034	log_EC_rel_mean	C5-G3-T2-TP24	0	0	C5	G3	T2	TP24	72	24
1035	log_KP_rel_mean	C5-G3-T2-TP24	0	0	C5	G3	T2	TP24	72	24
1036	log_CI_rel_mean	C5-G3-T3-TP0	0	NA	C5	G3	T3	TP0	48.1	0
1037	log_Lac_rel_mean	C5-G3-T3-TP0	0	NA	C5	G3	T3	TP0	48.1	0
1038	log_EF_rel_mean	C5-G3-T3-TP0	0	NA	C5	G3	T3	TP0	48.1	0
1039	log_EC_rel_mean	C5-G3-T3-TP0	0	NA	C5	G3	T3	TP0	48.1	0
1040	log_KP_rel_mean	C5-G3-T3-TP0	0	NA	C5	G3	T3	TP0	48.1	0
1041	log_CI_rel_mean	C5-G3-T3-TP3	0	NA	C5	G3	T3	TP3	51	3
1042	log_Lac_rel_mean	C5-G3-T3-TP3	0	NA	C5	G3	T3	TP3	51	3
1043	log_EF_rel_mean	C5-G3-T3-TP3	0	NA	C5	G3	T3	TP3	51	3
1044	log_EC_rel_mean	C5-G3-T3-TP3	0	NA	C5	G3	T3	TP3	51	3
1045	log_KP_rel_mean	C5-G3-T3-TP3	0	NA	C5	G3	T3	TP3	51	3
1046	log_CI_rel_mean	C5-G3-T3-TP6	0.003286419	0.000287916	C5	G3	T3	TP6	54	6
1047	log_Lac_rel_mean	C5-G3-T3-TP6	0.003106499	0.000244955	C5	G3	T3	TP6	54	6
1048	log_EF_rel_mean	C5-G3-T3-TP6	3.860233107	0.131904951	C5	G3	T3	TP6	54	6
1049	log_EC_rel_mean	C5-G3-T3-TP6	0	0	C5	G3	T3	TP6	54	6
1050	log_KP_rel_mean	C5-G3-T3-TP6	0	0	C5	G3	T3	TP6	54	6
1051	log_CI_rel_mean	C5-G3-T3-TP12	0.021742075	0.008657629	C5	G3	T3	TP12	60	12
1052	log_Lac_rel_mean	C5-G3-T3-TP12	0.018405085	0.006010021	C5	G3	T3	TP12	60	12
1053	log_EF_rel_mean	C5-G3-T3-TP12	5.834944351	0.026934132	C5	G3	T3	TP12	60	12
1054	log_EC_rel_mean	C5-G3-T3-TP12	0	0	C5	G3	T3	TP12	60	12
1055	log_KP_rel_mean	C5-G3-T3-TP12	0	0	C5	G3	T3	TP12	60	12
1056	log_CI_rel_mean	C5-G3-T3-TP24	0.024055279	0.000557548	C5	G3	T3	TP24	72	24
1057	log_Lac_rel_mean	C5-G3-T3-TP24	0.0210829	0.002989758	C5	G3	T3	TP24	72	24
1058	log_EF_rel_mean	C5-G3-T3-TP24	5.596648214	0.019527733	C5	G3	T3	TP24	72	24
1059	log_EC_rel_mean	C5-G3-T3-TP24	0	0	C5	G3	T3	TP24	72	24
