	taxa	sample	mean	se	V1	V2	V3	V4	Time	TP
524	log_EC_rel_mean	C3-G2-T3-TP12	0	0	C3	G2	T3	TP12	36	12
525	log_KP_rel_mean	C3-G2-T3-TP12	5.59315494	0.194894654	C3	G2	T3	TP12	36	12
526	log_CI_rel_mean	C3-G2-T3-TP24	0.249884606	0.189936467	C3	G2	T3	TP24	48	24
527	log_Lac_rel_mean	C3-G2-T3-TP24	0.053882659	0.025594976	C3	G2	T3	TP24	48	24
528	log_EF_rel_mean	C3-G2-T3-TP24	4.590825392	0.277227319	C3	G2	T3	TP24	48	24
529	log_EC_rel_mean	C3-G2-T3-TP24	0	0	C3	G2	T3	TP24	48	24
530	log_KP_rel_mean	C3-G2-T3-TP24	5.597286291	0.262834295	C3	G2	T3	TP24	48	24
531	log_CI_rel_mean	C3-G2-T4-TP0	0	0	C3	G2	T4	TP0	24.1	0
532	log_Lac_rel_mean	C3-G2-T4-TP0	0	0	C3	G2	T4	TP0	24.1	0
533	log_EF_rel_mean	C3-G2-T4-TP0	0	0	C3	G2	T4	TP0	24.1	0
534	log_EC_rel_mean	C3-G2-T4-TP0	0	0	C3	G2	T4	TP0	24.1	0
535	log_KP_rel_mean	C3-G2-T4-TP0	0	0	C3	G2	T4	TP0	24.1	0
536	log_CI_rel_mean	C3-G2-T4-TP3	0.030709658	0.018715613	C3	G2	T4	TP3	27	3
537	log_Lac_rel_mean	C3-G2-T4-TP3	0.06543376	0.063485372	C3	G2	T4	TP3	27	3
538	log_EF_rel_mean	C3-G2-T4-TP3	0.300281645	0.231167951	C3	G2	T4	TP3	27	3
539	log_EC_rel_mean	C3-G2-T4-TP3	0	0	C3	G2	T4	TP3	27	3
540	log_KP_rel_mean	C3-G2-T4-TP3	3.618330213	0.40582849	C3	G2	T4	TP3	27	3
541	log_CI_rel_mean	C3-G2-T4-TP6	0.037504692	0.012738815	C3	G2	T4	TP6	30	6
542	log_Lac_rel_mean	C3-G2-T4-TP6	0.037504692	0.012738815	C3	G2	T4	TP6	30	6
543	log_EF_rel_mean	C3-G2-T4-TP6	1.154546805	0.53713794	C3	G2	T4	TP6	30	6
544	log_EC_rel_mean	C3-G2-T4-TP6	0	0	C3	G2	T4	TP6	30	6
545	log_KP_rel_mean	C3-G2-T4-TP6	5.801494442	0.122289687	C3	G2	T4	TP6	30	6
546	log_CI_rel_mean	C3-G2-T4-TP12	0.054019754	0.028009576	C3	G2	T4	TP12	36	12
547	log_Lac_rel_mean	C3-G2-T4-TP12	0.054019754	0.028009576	C3	G2	T4	TP12	36	12
548	log_EF_rel_mean	C3-G2-T4-TP12	2.735027368	1.005755512	C3	G2	T4	TP12	36	12
549	log_EC_rel_mean	C3-G2-T4-TP12	0	0	C3	G2	T4	TP12	36	12
550	log_KP_rel_mean	C3-G2-T4-TP12	5.840712604	0.145653241	C3	G2	T4	TP12	36	12
551	log_CI_rel_mean	C3-G2-T4-TP24	0.042134591	0.011736088	C3	G2	T4	TP24	48	24
552	log_Lac_rel_mean	C3-G2-T4-TP24	0.042134591	0.011736088	C3	G2	T4	TP24	48	24
553	log_EF_rel_mean	C3-G2-T4-TP24	4.630065137	0.120207678	C3	G2	T4	TP24	48	24
554	log_EC_rel_mean	C3-G2-T4-TP24	0	0	C3	G2	T4	TP24	48	24
555	log_KP_rel_mean	C3-G2-T4-TP24	5.64165517	0.208400384	C3	G2	T4	TP24	48	24
556	log_CI_rel_mean	C3-G3-T1-TP0	0	0	C3	G3	T1	TP0	48.1	0
557	log_Lac_rel_mean	C3-G3-T1-TP0	0	0	C3	G3	T1	TP0	48.1	0
558	log_EF_rel_mean	C3-G3-T1-TP0	0	0	C3	G3	T1	TP0	48.1	0
559	log_EC_rel_mean	C3-G3-T1-TP0	0	0	C3	G3	T1	TP0	48.1	0
560	log_KP_rel_mean	C3-G3-T1-TP0	0	0	C3	G3	T1	TP0	48.1	0
561	log_CI_rel_mean	C3-G3-T1-TP6	0.302135956	NA	C3	G3	T1	TP6	54	6
562	log_Lac_rel_mean	C3-G3-T1-TP6	0.025739458	0.004602938	C3	G3	T1	TP6	54	6
563	log_EF_rel_mean	C3-G3-T1-TP6	5.487247776	0.28995436	C3	G3	T1	TP6	54	6
564	log_EC_rel_mean	C3-G3-T1-TP6	0	0	C3	G3	T1	TP6	54	6
565	log_KP_rel_mean	C3-G3-T1-TP6	3.395838556	1.692597661	C3	G3	T1	TP6	54	6
566	log_CI_rel_mean	C3-G3-T1-TP12	2.37521275	NA	C3	G3	T1	TP12	60	12
567	log_Lac_rel_mean	C3-G3-T1-TP12	0.190359285	0.158869803	C3	G3	T1	TP12	60	12
568	log_EF_rel_mean	C3-G3-T1-TP12	5.190628832	0.176227997	C3	G3	T1	TP12	60	12
569	log_EC_rel_mean	C3-G3-T1-TP12	0	0	C3	G3	T1	TP12	60	12
570	log_KP_rel_mean	C3-G3-T1-TP12	5.29950977	0.104710781	C3	G3	T1	TP12	60	12
571	log_CI_rel_mean	C3-G3-T1-TP24	2.403799588	NA	C3	G3	T1	TP24	72	24
572	log_Lac_rel_mean	C3-G3-T1-TP24	0.683669577	0.653500765	C3	G3	T1	TP24	72	24
573	log_EF_rel_mean	C3-G3-T1-TP24	4.949810723	0.297147338	C3	G3	T1	TP24	72	24
574	log_EC_rel_mean	C3-G3-T1-TP24	0	0	C3	G3	T1	TP24	72	24
575	log_KP_rel_mean	C3-G3-T1-TP24	5.27428558	0.12658262	C3	G3	T1	TP24	72	24
576	log_CI_rel_mean	C3-G3-T2-TP0	0	0	C3	G3	T2	TP0	48.1	0
577	log_Lac_rel_mean	C3-G3-T2-TP0	0	0	C3	G3	T2	TP0	48.1	0
578	log_EF_rel_mean	C3-G3-T2-TP0	0	0	C3	G3	T2	TP0	48.1	0
579	log_EC_rel_mean	C3-G3-T2-TP0	0	0	C3	G3	T2	TP0	48.1	0
580	log_KP_rel_mean	C3-G3-T2-TP0	0	0	C3	G3	T2	TP0	48.1	0
581	log_CI_rel_mean	C3-G3-T2-TP6	0.392707577	0.372275426	C3	G3	T2	TP6	54	6
582	log_Lac_rel_mean	C3-G3-T2-TP6	0.019647343	0.003752572	C3	G3	T2	TP6	54	6
583	log_EF_rel_mean	C3-G3-T2-TP6	5.435310395	0.294623604	C3	G3	T2	TP6	54	6
584	log_EC_rel_mean	C3-G3-T2-TP6	0	0	C3	G3	T2	TP6	54	6
585	log_KP_rel_mean	C3-G3-T2-TP6	3.305370831	1.650313884	C3	G3	T2	TP6	54	6
586	log_CI_rel_mean	C3-G3-T2-TP12	1.275486115	1.257650019	C3	G3	T2	TP12	60	12
587	log_Lac_rel_mean	C3-G3-T2-TP12	0.021357719	0.004799272	C3	G3	T2	TP12	60	12
588	log_EF_rel_mean	C3-G3-T2-TP12	5.29059214	0.126175368	C3	G3	T2	TP12	60	12
589	log_EC_rel_mean	C3-G3-T2-TP12	0	0	C3	G3	T2	TP12	60	12
590	log_KP_rel_mean	C3-G3-T2-TP12	5.228931684	0.182251192	C3	G3	T2	TP12	60	12
591	log_CI_rel_mean	C3-G3-T2-TP24	1.014855202	0.980410194	C3	G3	T2	TP24	72	24
592	log_Lac_rel_mean	C3-G3-T2-TP24	0.02837374	0.007842657	C3	G3	T2	TP24	72	24
593	log_EF_rel_mean	C3-G3-T2-TP24	5.019761354	0.172068706	C3	G3	T2	TP24	72	24
594	log_EC_rel_mean	C3-G3-T2-TP24	0	0	C3	G3	T2	TP24	72	24
595	log_KP_rel_mean	C3-G3-T2-TP24	5.091969011	0.220985056	C3	G3	T2	TP24	72	24
596	log_CI_rel_mean	C3-G3-T3-TP0	0	0	C3	G3	T3	TP0	48.1	0
597	log_Lac_rel_mean	C3-G3-T3-TP0	0	0	C3	G3	T3	TP0	48.1	0
598	log_EF_rel_mean	C3-G3-T3-TP0	0	0	C3	G3	T3	TP0	48.1	0
599	log_EC_rel_mean	C3-G3-T3-TP0	0	0	C3	G3	T3	TP0	48.1	0
600	log_KP_rel_mean	C3-G3-T3-TP0	0	0	C3	G3	T3	TP0	48.1	0
601	log_CI_rel_mean	C3-G3-T3-TP6	0.026165881	NA	C3	G3	T3	TP6	54	6
602	log_Lac_rel_mean	C3-G3-T3-TP6	0.021435085	0.003879419	C3	G3	T3	TP6	54	6
603	log_EF_rel_mean	C3-G3-T3-TP6	5.309607958	0.303175317	C3	G3	T3	TP6	54	6
604	log_EC_rel_mean	C3-G3-T3-TP6	0	0	C3	G3	T3	TP6	54	6
605	log_KP_rel_mean	C3-G3-T3-TP6	3.414689087	1.697861112	C3	G3	T3	TP6	54	6
606	log_CI_rel_mean	C3-G3-T3-TP12	1.167825537	NA	C3	G3	T3	TP12	60	12
607	log_Lac_rel_mean	C3-G3-T3-TP12	0.02544634	0.002652677	C3	G3	T3	TP12	60	12
608	log_EF_rel_mean	C3-G3-T3-TP12	5.296676118	0.184684639	C3	G3	T3	TP12	60	12
609	log_EC_rel_mean	C3-G3-T3-TP12	0	0	C3	G3	T3	TP12	60	12
610	log_KP_rel_mean	C3-G3-T3-TP12	5.213708697	0.028940712	C3	G3	T3	TP12	60	12
611	log_CI_rel_mean	C3-G3-T3-TP24	0.087927111	NA	C3	G3	T3	TP24	72	24
612	log_Lac_rel_mean	C3-G3-T3-TP24	0.047198107	0.020394396	C3	G3	T3	TP24	72	24
613	log_EF_rel_mean	C3-G3-T3-TP24	4.778527189	0.152060113	C3	G3	T3	TP24	72	24
614	log_EC_rel_mean	C3-G3-T3-TP24	0	0	C3	G3	T3	TP24	72	24
615	log_KP_rel_mean	C3-G3-T3-TP24	5.39091448	0.174367408	C3	G3	T3	TP24	72	24
616	log_CI_rel_mean	C3-G3-T4-TP0	0	0	C3	G3	T4	TP0	48.1	0
617	log_Lac_rel_mean	C3-G3-T4-TP0	0	0	C3	G3	T4	TP0	48.1	0
618	log_EF_rel_mean	C3-G3-T4-TP0	0	0	C3	G3	T4	TP0	48.1	0
619	log_EC_rel_mean	C3-G3-T4-TP0	0	0	C3	G3	T4	TP0	48.1	0
620	log_KP_rel_mean	C3-G3-T4-TP0	0	0	C3	G3	T4	TP0	48.1	0
621	log_CI_rel_mean	C3-G3-T4-TP6	0.031271986	0.011404375	C3	G3	T4	TP6	54	6
622	log_Lac_rel_mean	C3-G3-T4-TP6	0.026631186	0.00805545	C3	G3	T4	TP6	54	6
623	log_EF_rel_mean	C3-G3-T4-TP6	5.33660677	0.242418888	C3	G3	T4	TP6	54	6
624	log_EC_rel_mean	C3-G3-T4-TP6	0	0	C3	G3	T4	TP6	54	6
625	log_KP_rel_mean	C3-G3-T4-TP6	3.398205024	1.696332502	C3	G3	T4	TP6	54	6
626	log_CI_rel_mean	C3-G3-T4-TP12	0.031914097	0.002489115	C3	G3	T4	TP12	60	12
627	log_Lac_rel_mean	C3-G3-T4-TP12	0.027880765	0.004281705	C3	G3	T4	TP12	60	12
628	log_EF_rel_mean	C3-G3-T4-TP12	5.128061678	0.151519977	C3	G3	T4	TP12	60	12
629	log_EC_rel_mean	C3-G3-T4-TP12	0	0	C3	G3	T4	TP12	60	12
630	log_KP_rel_mean	C3-G3-T4-TP12	5.405465527	0.119679609	C3	G3	T4	TP12	60	12
631	log_CI_rel_mean	C3-G3-T4-TP24	0.502112816	0.468851323	C3	G3	T4	TP24	72	24
632	log_Lac_rel_mean	C3-G3-T4-TP24	0.032143963	0.010474676	C3	G3	T4	TP24	72	24
633	log_EF_rel_mean	C3-G3-T4-TP24	4.805774688	0.113951852	C3	G3	T4	TP24	72	24
634	log_EC_rel_mean	C3-G3-T4-TP24	0	0	C3	G3	T4	TP24	72	24
635	log_KP_rel_mean	C3-G3-T4-TP24	5.353165035	0.088918575	C3	G3	T4	TP24	72	24
636	log_CI_rel_mean	C4-G1-T1-TP0	0	0	C4	G1	T1	TP0	0	0
637	log_Lac_rel_mean	C4-G1-T1-TP0	0	0	C4	G1	T1	TP0	0	0
638	log_EF_rel_mean	C4-G1-T1-TP0	0	0	C4	G1	T1	TP0	0	0
639	log_EC_rel_mean	C4-G1-T1-TP0	0	0	C4	G1	T1	TP0	0	0
640	log_KP_rel_mean	C4-G1-T1-TP0	0	0	C4	G1	T1	TP0	0	0
641	log_CI_rel_mean	C4-G1-T1-TP3	1.907795029	0.136562635	C4	G1	T1	TP3	3	3
642	log_Lac_rel_mean	C4-G1-T1-TP3	0.72672659	0.316880722	C4	G1	T1	TP3	3	3
643	log_EF_rel_mean	C4-G1-T1-TP3	2.072061548	0.835684432	C4	G1	T1	TP3	3	3
644	log_EC_rel_mean	C4-G1-T1-TP3	3.770158533	0.460362813	C4	G1	T1	TP3	3	3
645	log_KP_rel_mean	C4-G1-T1-TP3	0	0	C4	G1	T1	TP3	3	3
646	log_CI_rel_mean	C4-G1-T1-TP6	3.229238209	0.240076747	C4	G1	T1	TP6	6	6
647	log_Lac_rel_mean	C4-G1-T1-TP6	1.588879647	0.717994975	C4	G1	T1	TP6	6	6
648	log_EF_rel_mean	C4-G1-T1-TP6	4.489267529	0.488263041	C4	G1	T1	TP6	6	6
649	log_EC_rel_mean	C4-G1-T1-TP6	5.26293222	0.179461094	C4	G1	T1	TP6	6	6
650	log_KP_rel_mean	C4-G1-T1-TP6	0	0	C4	G1	T1	TP6	6	6
651	log_CI_rel_mean	C4-G1-T1-TP12	3.354084692	0.745377594	C4	G1	T1	TP12	12	12
652	log_Lac_rel_mean	C4-G1-T1-TP12	1.434389521	0.732499362	C4	G1	T1	TP12	12	12
653	log_EF_rel_mean	C4-G1-T1-TP12	4.904661792	0.19480945	C4	G1	T1	TP12	12	12
654	log_EC_rel_mean	C4-G1-T1-TP12	5.3984668	0.114335009	C4	G1	T1	TP12	12	12
655	log_KP_rel_mean	C4-G1-T1-TP12	0	0	C4	G1	T1	TP12	12	12
656	log_CI_rel_mean	C4-G1-T1-TP24	2.995341358	0.633292764	C4	G1	T1	TP24	24	24
657	log_Lac_rel_mean	C4-G1-T1-TP24	1.065834556	0.706682123	C4	G1	T1	TP24	24	24
658	log_EF_rel_mean	C4-G1-T1-TP24	4.468018032	0.278245168	C4	G1	T1	TP24	24	24
659	log_EC_rel_mean	C4-G1-T1-TP24	5.567331151	0.053497389	C4	G1	T1	TP24	24	24
660	log_KP_rel_mean	C4-G1-T1-TP24	0	0	C4	G1	T1	TP24	24	24
661	log_CI_rel_mean	C4-G2-T1-TP0	0	0	C4	G2	T1	TP0	24.1	0
662	log_Lac_rel_mean	C4-G2-T1-TP0	0	0	C4	G2	T1	TP0	24.1	0
663	log_EF_rel_mean	C4-G2-T1-TP0	0	0	C4	G2	T1	TP0	24.1	0
664	log_EC_rel_mean	C4-G2-T1-TP0	0	0	C4	G2	T1	TP0	24.1	0
665	log_KP_rel_mean	C4-G2-T1-TP0	0	0	C4	G2	T1	TP0	24.1	0
666	log_CI_rel_mean	C4-G2-T1-TP3	0.017158297	0.009240303	C4	G2	T1	TP3	27	3
667	log_Lac_rel_mean	C4-G2-T1-TP3	0.00270603	0.001761643	C4	G2	T1	TP3	27	3
668	log_EF_rel_mean	C4-G2-T1-TP3	1.475422187	0.158159255	C4	G2	T1	TP3	27	3
669	log_EC_rel_mean	C4-G2-T1-TP3	1.424010927	0.399914501	C4	G2	T1	TP3	27	3
670	log_KP_rel_mean	C4-G2-T1-TP3	0	0	C4	G2	T1	TP3	27	3
671	log_CI_rel_mean	C4-G2-T1-TP6	1.478549298	1.309072237	C4	G2	T1	TP6	30	6
672	log_Lac_rel_mean	C4-G2-T1-TP6	1.374158108	1.358006949	C4	G2	T1	TP6	30	6
673	log_EF_rel_mean	C4-G2-T1-TP6	4.61971722	0.269243166	C4	G2	T1	TP6	30	6
674	log_EC_rel_mean	C4-G2-T1-TP6	4.698490526	0.327317401	C4	G2	T1	TP6	30	6
675	log_KP_rel_mean	C4-G2-T1-TP6	0	0	C4	G2	T1	TP6	30	6
676	log_CI_rel_mean	C4-G2-T1-TP12	1.343821338	1.318282762	C4	G2	T1	TP12	36	12
677	log_Lac_rel_mean	C4-G2-T1-TP12	0.028039055	0.005191984	C4	G2	T1	TP12	36	12
678	log_EF_rel_mean	C4-G2-T1-TP12	5.349595053	0.09365996	C4	G2	T1	TP12	36	12
679	log_EC_rel_mean	C4-G2-T1-TP12	5.303929578	0.089544786	C4	G2	T1	TP12	36	12
680	log_KP_rel_mean	C4-G2-T1-TP12	0	0	C4	G2	T1	TP12	36	12
681	log_CI_rel_mean	C4-G2-T1-TP24	1.494007619	1.246599931	C4	G2	T1	TP24	48	24
682	log_Lac_rel_mean	C4-G2-T1-TP24	0.072463297	0.017196543	C4	G2	T1	TP24	48	24
683	log_EF_rel_mean	C4-G2-T1-TP24	5.062310419	0.176445945	C4	G2	T1	TP24	48	24
684	log_EC_rel_mean	C4-G2-T1-TP24	5.321689946	0.236366671	C4	G2	T1	TP24	48	24
685	log_KP_rel_mean	C4-G2-T1-TP24	0	0	C4	G2	T1	TP24	48	24
686	log_CI_rel_mean	C4-G2-T2-TP0	0	0	C4	G2	T2	TP0	24.1	0
687	log_Lac_rel_mean	C4-G2-T2-TP0	0	0	C4	G2	T2	TP0	24.1	0
688	log_EF_rel_mean	C4-G2-T2-TP0	0	0	C4	G2	T2	TP0	24.1	0
689	log_EC_rel_mean	C4-G2-T2-TP0	0	0	C4	G2	T2	TP0	24.1	0
690	log_KP_rel_mean	C4-G2-T2-TP0	0	0	C4	G2	T2	TP0	24.1	0
691	log_CI_rel_mean	C4-G2-T2-TP3	0.026606882	0.024000014	C4	G2	T2	TP3	27	3
692	log_Lac_rel_mean	C4-G2-T2-TP3	0.004039583	0.001373234	C4	G2	T2	TP3	27	3
693	log_EF_rel_mean	C4-G2-T2-TP3	1.653684114	0.030083487	C4	G2	T2	TP3	27	3
694	log_EC_rel_mean	C4-G2-T2-TP3	1.702642063	0.622524385	C4	G2	T2	TP3	27	3
695	log_KP_rel_mean	C4-G2-T2-TP3	0	0	C4	G2	T2	TP3	27	3
696	log_CI_rel_mean	C4-G2-T2-TP6	0.013515214	0.002690635	C4	G2	T2	TP6	30	6
697	log_Lac_rel_mean	C4-G2-T2-TP6	0.013515214	0.002690635	C4	G2	T2	TP6	30	6
698	log_EF_rel_mean	C4-G2-T2-TP6	4.937178377	0.074136317	C4	G2	T2	TP6	30	6
699	log_EC_rel_mean	C4-G2-T2-TP6	4.702249801	0.328807703	C4	G2	T2	TP6	30	6
700	log_KP_rel_mean	C4-G2-T2-TP6	0	0	C4	G2	T2	TP6	30	6
701	log_CI_rel_mean	C4-G2-T2-TP12	0.560004431	0.493421538	C4	G2	T2	TP12	36	12
702	log_Lac_rel_mean	C4-G2-T2-TP12	0.023897499	0.005062762	C4	G2	T2	TP12	36	12
703	log_EF_rel_mean	C4-G2-T2-TP12	5.288415542	0.120789478	C4	G2	T2	TP12	36	12
704	log_EC_rel_mean	C4-G2-T2-TP12	5.242873235	0.160218855	C4	G2	T2	TP12	36	12
705	log_KP_rel_mean	C4-G2-T2-TP12	0	0	C4	G2	T2	TP12	36	12
706	log_CI_rel_mean	C4-G2-T2-TP24	1.159771763	1.082793139	C4	G2	T2	TP24	48	24
707	log_Lac_rel_mean	C4-G2-T2-TP24	0.050616995	0.013308449	C4	G2	T2	TP24	48	24
708	log_EF_rel_mean	C4-G2-T2-TP24	4.992397285	0.297967644	C4	G2	T2	TP24	48	24
709	log_EC_rel_mean	C4-G2-T2-TP24	5.202660957	0.34326481	C4	G2	T2	TP24	48	24
710	log_KP_rel_mean	C4-G2-T2-TP24	0	0	C4	G2	T2	TP24	48	24
711	log_CI_rel_mean	C4-G2-T3-TP0	0	0	C4	G2	T3	TP0	24.1	0
712	log_Lac_rel_mean	C4-G2-T3-TP0	0	0	C4	G2	T3	TP0	24.1	0
713	log_EF_rel_mean	C4-G2-T3-TP0	0	0	C4	G2	T3	TP0	24.1	0
714	log_EC_rel_mean	C4-G2-T3-TP0	0	0	C4	G2	T3	TP0	24.1	0
715	log_KP_rel_mean	C4-G2-T3-TP0	0	0	C4	G2	T3	TP0	24.1	0
716	log_CI_rel_mean	C4-G2-T3-TP3	0.010544099	0.008396463	C4	G2	T3	TP3	27	3
717	log_Lac_rel_mean	C4-G2-T3-TP3	0.0019909	0.000304647	C4	G2	T3	TP3	27	3
718	log_EF_rel_mean	C4-G2-T3-TP3	0.784982217	0.463822661	C4	G2	T3	TP3	27	3
719	log_EC_rel_mean	C4-G2-T3-TP3	1.956647522	0.437882399	C4	G2	T3	TP3	27	3
720	log_KP_rel_mean	C4-G2-T3-TP3	0	0	C4	G2	T3	TP3	27	3
721	log_CI_rel_mean	C4-G2-T3-TP6	0.009931555	0.003685757	C4	G2	T3	TP6	30	6
722	log_Lac_rel_mean	C4-G2-T3-TP6	0.009931555	0.003685757	C4	G2	T3	TP6	30	6
723	log_EF_rel_mean	C4-G2-T3-TP6	3.584210511	0.66972336	C4	G2	T3	TP6	30	6
724	log_EC_rel_mean	C4-G2-T3-TP6	4.504522007	0.309530036	C4	G2	T3	TP6	30	6
725	log_KP_rel_mean	C4-G2-T3-TP6	0	0	C4	G2	T3	TP6	30	6
726	log_CI_rel_mean	C4-G2-T3-TP12	0.164774221	0.084902927	C4	G2	T3	TP12	36	12
727	log_Lac_rel_mean	C4-G2-T3-TP12	0.079942316	0.056939178	C4	G2	T3	TP12	36	12
728	log_EF_rel_mean	C4-G2-T3-TP12	5.084573708	0.189626288	C4	G2	T3	TP12	36	12
729	log_EC_rel_mean	C4-G2-T3-TP12	5.351941928	0.149191336	C4	G2	T3	TP12	36	12
730	log_KP_rel_mean	C4-G2-T3-TP12	0	0	C4	G2	T3	TP12	36	12
731	log_CI_rel_mean	C4-G2-T3-TP24	0.115434181	0.093291547	C4	G2	T3	TP24	48	24
732	log_Lac_rel_mean	C4-G2-T3-TP24	0.024326713	0.004505775	C4	G2	T3	TP24	48	24
733	log_EF_rel_mean	C4-G2-T3-TP24	4.836965259	0.488365483	C4	G2	T3	TP24	48	24
734	log_EC_rel_mean	C4-G2-T3-TP24	5.267193711	0.237456748	C4	G2	T3	TP24	48	24
735	log_KP_rel_mean	C4-G2-T3-TP24	0	0	C4	G2	T3	TP24	48	24
736	log_CI_rel_mean	C4-G2-T4-TP0	0	0	C4	G2	T4	TP0	24.1	0
737	log_Lac_rel_mean	C4-G2-T4-TP0	0	0	C4	G2	T4	TP0	24.1	0
738	log_EF_rel_mean	C4-G2-T4-TP0	0	0	C4	G2	T4	TP0	24.1	0
739	log_EC_rel_mean	C4-G2-T4-TP0	0	0	C4	G2	T4	TP0	24.1	0
740	log_KP_rel_mean	C4-G2-T4-TP0	0	0	C4	G2	T4	TP0	24.1	0
741	log_CI_rel_mean	C4-G2-T4-TP3	0.013390526	0.006918476	C4	G2	T4	TP3	27	3
742	log_Lac_rel_mean	C4-G2-T4-TP3	0.003010475	0.002187709	C4	G2	T4	TP3	27	3
743	log_EF_rel_mean	C4-G2-T4-TP3	0.221417303	0.106140423	C4	G2	T4	TP3	27	3
744	log_EC_rel_mean	C4-G2-T4-TP3	1.469244881	0.296681136	C4	G2	T4	TP3	27	3
745	log_KP_rel_mean	C4-G2-T4-TP3	0	0	C4	G2	T4	TP3	27	3
746	log_CI_rel_mean	C4-G2-T4-TP6	0.022402341	0.005038385	C4	G2	T4	TP6	30	6
747	log_Lac_rel_mean	C4-G2-T4-TP6	0.007897218	0.007352818	C4	G2	T4	TP6	30	6
748	log_EF_rel_mean	C4-G2-T4-TP6	0.526902144	0.465389749	C4	G2	T4	TP6	30	6
749	log_EC_rel_mean	C4-G2-T4-TP6	2.97303014	1.219196653	C4	G2	T4	TP6	30	6
750	log_KP_rel_mean	C4-G2-T4-TP6	0	0	C4	G2	T4	TP6	30	6
751	log_CI_rel_mean	C4-G2-T4-TP12	0.018995024	0.009448299	C4	G2	T4	TP12	36	12
752	log_Lac_rel_mean	C4-G2-T4-TP12	0.02093037	0.0108403	C4	G2	T4	TP12	36	12
753	log_EF_rel_mean	C4-G2-T4-TP12	1.014872814	0.450666332	C4	G2	T4	TP12	36	12
754	log_EC_rel_mean	C4-G2-T4-TP12	3.497898956	1.317808428	C4	G2	T4	TP12	36	12
755	log_KP_rel_mean	C4-G2-T4-TP12	0	0	C4	G2	T4	TP12	36	12
756	log_CI_rel_mean	C4-G2-T4-TP24	0.10451932	0.036886594	C4	G2	T4	TP24	48	24
757	log_Lac_rel_mean	C4-G2-T4-TP24	0.088378652	0.047524196	C4	G2	T4	TP24	48	24
758	log_EF_rel_mean	C4-G2-T4-TP24	3.251305779	0.642251314	C4	G2	T4	TP24	48	24
759	log_EC_rel_mean	C4-G2-T4-TP24	5.803142351	0.187097427	C4	G2	T4	TP24	48	24
760	log_KP_rel_mean	C4-G2-T4-TP24	0	0	C4	G2	T4	TP24	48	24
761	log_CI_rel_mean	C4-G3-T1-TP0	0	0	C4	G3	T1	TP0	48.1	0
762	log_Lac_rel_mean	C4-G3-T1-TP0	0	0	C4	G3	T1	TP0	48.1	0
763	log_EF_rel_mean	C4-G3-T1-TP0	0	0	C4	G3	T1	TP0	48.1	0
764	log_EC_rel_mean	C4-G3-T1-TP0	0	0	C4	G3	T1	TP0	48.1	0
765	log_KP_rel_mean	C4-G3-T1-TP0	0	0	C4	G3	T1	TP0	48.1	0
766	log_CI_rel_mean	C4-G3-T1-TP3	0.00939527	NA	C4	G3	T1	TP3	51	3
767	log_Lac_rel_mean	C4-G3-T1-TP3	0.001558543	NA	C4	G3	T1	TP3	51	3
768	log_EF_rel_mean	C4-G3-T1-TP3	1.546286844	NA	C4	G3	T1	TP3	51	3
769	log_EC_rel_mean	C4-G3-T1-TP3	1.666761562	NA	C4	G3	T1	TP3	51	3
770	log_KP_rel_mean	C4-G3-T1-TP3	0	NA	C4	G3	T1	TP3	51	3
771	log_CI_rel_mean	C4-G3-T1-TP6	0.047432131	0.030591965	C4	G3	T1	TP6	54	6
772	log_Lac_rel_mean	C4-G3-T1-TP6	0.017842742	0.005812779	C4	G3	T1	TP6	54	6
773	log_EF_rel_mean	C4-G3-T1-TP6	5.228594692	0.321232961	C4	G3	T1	TP6	54	6
774	log_EC_rel_mean	C4-G3-T1-TP6	2.87241512	1.458110214	C4	G3	T1	TP6	54	6
775	log_KP_rel_mean	C4-G3-T1-TP6	0	0	C4	G3	T1	TP6	54	6
776	log_CI_rel_mean	C4-G3-T1-TP12	0.902289198	0.699432398	C4	G3	T1	TP12	60	12
777	log_Lac_rel_mean	C4-G3-T1-TP12	0.02420123	0.003727064	C4	G3	T1	TP12	60	12
778	log_EF_rel_mean	C4-G3-T1-TP12	5.482768592	0.081250298	C4	G3	T1	TP12	60	12
779	log_EC_rel_mean	C4-G3-T1-TP12	5.061713618	0.216251081	C4	G3	T1	TP12	60	12
780	log_KP_rel_mean	C4-G3-T1-TP12	0	0	C4	G3	T1	TP12	60	12
781	log_CI_rel_mean	C4-G3-T1-TP24	1.531504274	1.312836061	C4	G3	T1	TP24	72	24
782	log_Lac_rel_mean	C4-G3-T1-TP24	0.058032541	0.025770274	C4	G3	T1	TP24	72	24
783	log_EF_rel_mean	C4-G3-T1-TP24	5.10474661	0.290773508	C4	G3	T1	TP24	72	24
784	log_EC_rel_mean	C4-G3-T1-TP24	5.060822301	0.320620239	C4	G3	T1	TP24	72	24
785	log_KP_rel_mean	C4-G3-T1-TP24	0	0	C4	G3	T1	TP24	72	24
786	log_CI_rel_mean	C4-G3-T2-TP0	0	0	C4	G3	T2	TP0	48.1	0
787	log_Lac_rel_mean	C4-G3-T2-TP0	0	0	C4	G3	T2	TP0	48.1	0
788	log_EF_rel_mean	C4-G3-T2-TP0	0	0	C4	G3	T2	TP0	48.1	0
789	log_EC_rel_mean	C4-G3-T2-TP0	0	0	C4	G3	T2	TP0	48.1	0
