	taxa	sample	mean	se	V1	V2	V3	V4	Time
1533	log_EF_rel_mean	C3-G2-T4-TP12	2.73502736833333	1.00575551212008	C3	G2	T4	TP12	36
1534	log_EC_rel_mean	C3-G2-T4-TP12	0	0	C3	G2	T4	TP12	36
1535	log_KP_rel_mean	C3-G2-T4-TP12	5.84071260366667	0.14565324064112	C3	G2	T4	TP12	36
1546	log_CI_rel_mean	C3-G2-T4-TP24	0.0421345906666667	0.0117360880668055	C3	G2	T4	TP24	48
1547	log_Lac_rel_mean	C3-G2-T4-TP24	0.0421345906666667	0.0117360880668055	C3	G2	T4	TP24	48
1548	log_EF_rel_mean	C3-G2-T4-TP24	4.630065137	0.120207677641432	C3	G2	T4	TP24	48
1549	log_EC_rel_mean	C3-G2-T4-TP24	0	0	C3	G2	T4	TP24	48
1550	log_KP_rel_mean	C3-G2-T4-TP24	5.64165517	0.208400384132367	C3	G2	T4	TP24	48
1561	log_CI_rel_mean	C3-G3-T1-TP6	0.302135956	NA	C3	G3	T1	TP6	54
1562	log_Lac_rel_mean	C3-G3-T1-TP6	0.0257394583333333	0.00460293762986423	C3	G3	T1	TP6	54
1563	log_EF_rel_mean	C3-G3-T1-TP6	5.48724777633333	0.289954359805909	C3	G3	T1	TP6	54
1564	log_EC_rel_mean	C3-G3-T1-TP6	0	0	C3	G3	T1	TP6	54
1565	log_KP_rel_mean	C3-G3-T1-TP6	3.395838556	1.6925976613221	C3	G3	T1	TP6	54
1576	log_CI_rel_mean	C3-G3-T1-TP12	2.37521275	NA	C3	G3	T1	TP12	60
1577	log_Lac_rel_mean	C3-G3-T1-TP12	0.190359284666667	0.158869802946079	C3	G3	T1	TP12	60
1578	log_EF_rel_mean	C3-G3-T1-TP12	5.19062883166667	0.176227997036806	C3	G3	T1	TP12	60
1579	log_EC_rel_mean	C3-G3-T1-TP12	0	0	C3	G3	T1	TP12	60
1580	log_KP_rel_mean	C3-G3-T1-TP12	5.29950977033333	0.104710781026835	C3	G3	T1	TP12	60
1591	log_CI_rel_mean	C3-G3-T1-TP24	2.403799588	NA	C3	G3	T1	TP24	72
1592	log_Lac_rel_mean	C3-G3-T1-TP24	0.683669577	0.65350076530971	C3	G3	T1	TP24	72
1593	log_EF_rel_mean	C3-G3-T1-TP24	4.949810723	0.297147337831125	C3	G3	T1	TP24	72
1594	log_EC_rel_mean	C3-G3-T1-TP24	0	0	C3	G3	T1	TP24	72
1595	log_KP_rel_mean	C3-G3-T1-TP24	5.27428558	0.12658262017395	C3	G3	T1	TP24	72
1606	log_CI_rel_mean	C3-G3-T2-TP6	0.392707577	0.372275426	C3	G3	T2	TP6	54
1607	log_Lac_rel_mean	C3-G3-T2-TP6	0.019647343	0.00375257217713362	C3	G3	T2	TP6	54
1608	log_EF_rel_mean	C3-G3-T2-TP6	5.43531039466667	0.294623603510618	C3	G3	T2	TP6	54
1609	log_EC_rel_mean	C3-G3-T2-TP6	0	0	C3	G3	T2	TP6	54
1610	log_KP_rel_mean	C3-G3-T2-TP6	3.30537083066667	1.6503138844699	C3	G3	T2	TP6	54
1621	log_CI_rel_mean	C3-G3-T2-TP12	1.2754861145	1.2576500185	C3	G3	T2	TP12	60
1622	log_Lac_rel_mean	C3-G3-T2-TP12	0.0213577193333333	0.00479927210652592	C3	G3	T2	TP12	60
1623	log_EF_rel_mean	C3-G3-T2-TP12	5.29059214	0.126175368289785	C3	G3	T2	TP12	60
1624	log_EC_rel_mean	C3-G3-T2-TP12	0	0	C3	G3	T2	TP12	60
1625	log_KP_rel_mean	C3-G3-T2-TP12	5.228931684	0.182251192485914	C3	G3	T2	TP12	60
1636	log_CI_rel_mean	C3-G3-T2-TP24	1.014855202	0.980410194	C3	G3	T2	TP24	72
1637	log_Lac_rel_mean	C3-G3-T2-TP24	0.02837374	0.0078426573578388	C3	G3	T2	TP24	72
1638	log_EF_rel_mean	C3-G3-T2-TP24	5.01976135366667	0.172068706306083	C3	G3	T2	TP24	72
1639	log_EC_rel_mean	C3-G3-T2-TP24	0	0	C3	G3	T2	TP24	72
1640	log_KP_rel_mean	C3-G3-T2-TP24	5.09196901066667	0.220985055718098	C3	G3	T2	TP24	72
1651	log_CI_rel_mean	C3-G3-T3-TP6	0.026165881	NA	C3	G3	T3	TP6	54
1652	log_Lac_rel_mean	C3-G3-T3-TP6	0.021435085	0.00387941927645586	C3	G3	T3	TP6	54
1653	log_EF_rel_mean	C3-G3-T3-TP6	5.30960795766667	0.303175316880425	C3	G3	T3	TP6	54
1654	log_EC_rel_mean	C3-G3-T3-TP6	0	0	C3	G3	T3	TP6	54
1655	log_KP_rel_mean	C3-G3-T3-TP6	3.41468908666667	1.69786111220133	C3	G3	T3	TP6	54
1666	log_CI_rel_mean	C3-G3-T3-TP12	1.167825537	NA	C3	G3	T3	TP12	60
1667	log_Lac_rel_mean	C3-G3-T3-TP12	0.02544634	0.00265267699711141	C3	G3	T3	TP12	60
1668	log_EF_rel_mean	C3-G3-T3-TP12	5.29667611766667	0.184684639468661	C3	G3	T3	TP12	60
1669	log_EC_rel_mean	C3-G3-T3-TP12	0	0	C3	G3	T3	TP12	60
1670	log_KP_rel_mean	C3-G3-T3-TP12	5.213708697	0.0289407123945968	C3	G3	T3	TP12	60
1681	log_CI_rel_mean	C3-G3-T3-TP24	0.087927111	NA	C3	G3	T3	TP24	72
1682	log_Lac_rel_mean	C3-G3-T3-TP24	0.0471981073333333	0.0203943963737047	C3	G3	T3	TP24	72
1683	log_EF_rel_mean	C3-G3-T3-TP24	4.778527189	0.152060113293042	C3	G3	T3	TP24	72
1684	log_EC_rel_mean	C3-G3-T3-TP24	0	0	C3	G3	T3	TP24	72
1685	log_KP_rel_mean	C3-G3-T3-TP24	5.39091448033333	0.174367408084578	C3	G3	T3	TP24	72
1696	log_CI_rel_mean	C3-G3-T4-TP6	0.0312719855	0.0114043745	C3	G3	T4	TP6	54
1697	log_Lac_rel_mean	C3-G3-T4-TP6	0.026631186	0.00805544986812967	C3	G3	T4	TP6	54
1698	log_EF_rel_mean	C3-G3-T4-TP6	5.33660677033333	0.242418887564148	C3	G3	T4	TP6	54
1699	log_EC_rel_mean	C3-G3-T4-TP6	0	0	C3	G3	T4	TP6	54
1700	log_KP_rel_mean	C3-G3-T4-TP6	3.39820502366667	1.69633250217225	C3	G3	T4	TP6	54
1711	log_CI_rel_mean	C3-G3-T4-TP12	0.0319140965	0.0024891145	C3	G3	T4	TP12	60
1712	log_Lac_rel_mean	C3-G3-T4-TP12	0.0278807646666667	0.00428170480172911	C3	G3	T4	TP12	60
1713	log_EF_rel_mean	C3-G3-T4-TP12	5.12806167833333	0.15151997722522	C3	G3	T4	TP12	60
1714	log_EC_rel_mean	C3-G3-T4-TP12	0	0	C3	G3	T4	TP12	60
1715	log_KP_rel_mean	C3-G3-T4-TP12	5.40546552733333	0.119679608587161	C3	G3	T4	TP12	60
1726	log_CI_rel_mean	C3-G3-T4-TP24	0.502112816	0.468851323	C3	G3	T4	TP24	72
1727	log_Lac_rel_mean	C3-G3-T4-TP24	0.0321439633333333	0.0104746762541167	C3	G3	T4	TP24	72
1728	log_EF_rel_mean	C3-G3-T4-TP24	4.80577468833333	0.113951852249077	C3	G3	T4	TP24	72
1729	log_EC_rel_mean	C3-G3-T4-TP24	0	0	C3	G3	T4	TP24	72
1730	log_KP_rel_mean	C3-G3-T4-TP24	5.35316503533333	0.0889185751185168	C3	G3	T4	TP24	72
1741	log_CI_rel_mean	C4-G1-NA-TP0	0	0	C4	G1	T1	TP0	0
1742	log_Lac_rel_mean	C4-G1-NA-TP0	0	0	C4	G1	T1	TP0	0
1743	log_EF_rel_mean	C4-G1-NA-TP0	0	0	C4	G1	T1	TP0	0
1744	log_EC_rel_mean	C4-G1-NA-TP0	0	0	C4	G1	T1	TP0	0
1745	log_KP_rel_mean	C4-G1-NA-TP0	0	0	C4	G1	T1	TP0	0
1756	log_CI_rel_mean	C4-G1-NA-TP3	1.907795029	0.1365626352251	C4	G1	T1	TP3	3
1757	log_Lac_rel_mean	C4-G1-NA-TP3	0.726726590333333	0.31688072166399	C4	G1	T1	TP3	3
1758	log_EF_rel_mean	C4-G1-NA-TP3	2.07206154766667	0.835684431730917	C4	G1	T1	TP3	3
1759	log_EC_rel_mean	C4-G1-NA-TP3	3.77015853333333	0.460362813088108	C4	G1	T1	TP3	3
1760	log_KP_rel_mean	C4-G1-NA-TP3	0	0	C4	G1	T1	TP3	3
1771	log_CI_rel_mean	C4-G1-NA-TP6	3.22923820933333	0.240076746898273	C4	G1	T1	TP6	6
1772	log_Lac_rel_mean	C4-G1-NA-TP6	1.58887964733333	0.717994974590297	C4	G1	T1	TP6	6
1773	log_EF_rel_mean	C4-G1-NA-TP6	4.489267529	0.488263040838188	C4	G1	T1	TP6	6
1774	log_EC_rel_mean	C4-G1-NA-TP6	5.26293221966667	0.179461094159845	C4	G1	T1	TP6	6
1775	log_KP_rel_mean	C4-G1-NA-TP6	0	0	C4	G1	T1	TP6	6
1786	log_CI_rel_mean	C4-G1-NA-TP12	3.35408469233333	0.745377594396901	C4	G1	T1	TP12	12
1787	log_Lac_rel_mean	C4-G1-NA-TP12	1.434389521	0.732499361556343	C4	G1	T1	TP12	12
1788	log_EF_rel_mean	C4-G1-NA-TP12	4.90466179166667	0.194809449901889	C4	G1	T1	TP12	12
1789	log_EC_rel_mean	C4-G1-NA-TP12	5.39846679966667	0.114335008777764	C4	G1	T1	TP12	12
1790	log_KP_rel_mean	C4-G1-NA-TP12	0	0	C4	G1	T1	TP12	12
1801	log_CI_rel_mean	C4-G1-NA-TP24	2.99534135766667	0.633292764426771	C4	G1	T1	TP24	24
1802	log_Lac_rel_mean	C4-G1-NA-TP24	1.06583455566667	0.706682122868085	C4	G1	T1	TP24	24
1803	log_EF_rel_mean	C4-G1-NA-TP24	4.46801803166667	0.27824516797977	C4	G1	T1	TP24	24
1804	log_EC_rel_mean	C4-G1-NA-TP24	5.56733115066667	0.0534973892682341	C4	G1	T1	TP24	24
1805	log_KP_rel_mean	C4-G1-NA-TP24	0	0	C4	G1	T1	TP24	24
1816	log_CI_rel_mean	C4-G2-T1-TP0	0	0	C4	G2	T1	TP0	24.1
1817	log_Lac_rel_mean	C4-G2-T1-TP0	0	0	C4	G2	T1	TP0	24.1
1818	log_EF_rel_mean	C4-G2-T1-TP0	0	0	C4	G2	T1	TP0	24.1
1819	log_EC_rel_mean	C4-G2-T1-TP0	0	0	C4	G2	T1	TP0	24.1
1820	log_KP_rel_mean	C4-G2-T1-TP0	0	0	C4	G2	T1	TP0	24.1
1831	log_CI_rel_mean	C4-G2-T1-TP3	0.0171582966666667	0.00924030257394609	C4	G2	T1	TP3	27
1832	log_Lac_rel_mean	C4-G2-T1-TP3	0.00270603	0.00176164280591763	C4	G2	T1	TP3	27
1833	log_EF_rel_mean	C4-G2-T1-TP3	1.475422187	0.158159255015338	C4	G2	T1	TP3	27
1834	log_EC_rel_mean	C4-G2-T1-TP3	1.424010927	0.399914500937552	C4	G2	T1	TP3	27
1835	log_KP_rel_mean	C4-G2-T1-TP3	0	0	C4	G2	T1	TP3	27
1846	log_CI_rel_mean	C4-G2-T1-TP6	1.47854929766667	1.30907223732734	C4	G2	T1	TP6	30
1847	log_Lac_rel_mean	C4-G2-T1-TP6	1.37415810833333	1.35800694900614	C4	G2	T1	TP6	30
1848	log_EF_rel_mean	C4-G2-T1-TP6	4.61971722	0.269243166084619	C4	G2	T1	TP6	30
1849	log_EC_rel_mean	C4-G2-T1-TP6	4.69849052566667	0.327317400990721	C4	G2	T1	TP6	30
1850	log_KP_rel_mean	C4-G2-T1-TP6	0	0	C4	G2	T1	TP6	30
1861	log_CI_rel_mean	C4-G2-T1-TP12	1.343821338	1.31828276167693	C4	G2	T1	TP12	36
1862	log_Lac_rel_mean	C4-G2-T1-TP12	0.0280390553333333	0.00519198373353237	C4	G2	T1	TP12	36
1863	log_EF_rel_mean	C4-G2-T1-TP12	5.349595053	0.0936599595876147	C4	G2	T1	TP12	36
1864	log_EC_rel_mean	C4-G2-T1-TP12	5.30392957833333	0.0895447860410399	C4	G2	T1	TP12	36
1865	log_KP_rel_mean	C4-G2-T1-TP12	0	0	C4	G2	T1	TP12	36
1876	log_CI_rel_mean	C4-G2-T1-TP24	1.49400761933333	1.2465999311701	C4	G2	T1	TP24	48
1877	log_Lac_rel_mean	C4-G2-T1-TP24	0.0724632973333333	0.0171965430870588	C4	G2	T1	TP24	48
1878	log_EF_rel_mean	C4-G2-T1-TP24	5.06231041866667	0.176445945415113	C4	G2	T1	TP24	48
1879	log_EC_rel_mean	C4-G2-T1-TP24	5.321689946	0.236366671444077	C4	G2	T1	TP24	48
1880	log_KP_rel_mean	C4-G2-T1-TP24	0	0	C4	G2	T1	TP24	48
1891	log_CI_rel_mean	C4-G2-T2-TP0	0	0	C4	G2	T2	TP0	24.1
1892	log_Lac_rel_mean	C4-G2-T2-TP0	0	0	C4	G2	T2	TP0	24.1
1893	log_EF_rel_mean	C4-G2-T2-TP0	0	0	C4	G2	T2	TP0	24.1
1894	log_EC_rel_mean	C4-G2-T2-TP0	0	0	C4	G2	T2	TP0	24.1
1895	log_KP_rel_mean	C4-G2-T2-TP0	0	0	C4	G2	T2	TP0	24.1
1906	log_CI_rel_mean	C4-G2-T2-TP3	0.0266068816666667	0.0240000138045795	C4	G2	T2	TP3	27
1907	log_Lac_rel_mean	C4-G2-T2-TP3	0.004039583	0.00137323439288164	C4	G2	T2	TP3	27
1908	log_EF_rel_mean	C4-G2-T2-TP3	1.65368411433333	0.0300834866669082	C4	G2	T2	TP3	27
1909	log_EC_rel_mean	C4-G2-T2-TP3	1.70264206266667	0.622524384632026	C4	G2	T2	TP3	27
1910	log_KP_rel_mean	C4-G2-T2-TP3	0	0	C4	G2	T2	TP3	27
1921	log_CI_rel_mean	C4-G2-T2-TP6	0.0135152143333333	0.00269063476504723	C4	G2	T2	TP6	30
1922	log_Lac_rel_mean	C4-G2-T2-TP6	0.0135152143333333	0.00269063476504723	C4	G2	T2	TP6	30
1923	log_EF_rel_mean	C4-G2-T2-TP6	4.93717837666667	0.0741363169219763	C4	G2	T2	TP6	30
1924	log_EC_rel_mean	C4-G2-T2-TP6	4.70224980066667	0.32880770317593	C4	G2	T2	TP6	30
1925	log_KP_rel_mean	C4-G2-T2-TP6	0	0	C4	G2	T2	TP6	30
1936	log_CI_rel_mean	C4-G2-T2-TP12	0.560004431333333	0.493421538034961	C4	G2	T2	TP12	36
1937	log_Lac_rel_mean	C4-G2-T2-TP12	0.023897499	0.00506276205433974	C4	G2	T2	TP12	36
1938	log_EF_rel_mean	C4-G2-T2-TP12	5.28841554233333	0.120789478396193	C4	G2	T2	TP12	36
1939	log_EC_rel_mean	C4-G2-T2-TP12	5.24287323533333	0.160218855235574	C4	G2	T2	TP12	36
1940	log_KP_rel_mean	C4-G2-T2-TP12	0	0	C4	G2	T2	TP12	36
1951	log_CI_rel_mean	C4-G2-T2-TP24	1.15977176333333	1.08279313881373	C4	G2	T2	TP24	48
1952	log_Lac_rel_mean	C4-G2-T2-TP24	0.0506169946666667	0.0133084494608437	C4	G2	T2	TP24	48
1953	log_EF_rel_mean	C4-G2-T2-TP24	4.99239728533333	0.297967644035063	C4	G2	T2	TP24	48
1954	log_EC_rel_mean	C4-G2-T2-TP24	5.202660957	0.343264809527093	C4	G2	T2	TP24	48
1955	log_KP_rel_mean	C4-G2-T2-TP24	0	0	C4	G2	T2	TP24	48
1966	log_CI_rel_mean	C4-G2-T3-TP0	0	0	C4	G2	T3	TP0	24.1
1967	log_Lac_rel_mean	C4-G2-T3-TP0	0	0	C4	G2	T3	TP0	24.1
1968	log_EF_rel_mean	C4-G2-T3-TP0	0	0	C4	G2	T3	TP0	24.1
1969	log_EC_rel_mean	C4-G2-T3-TP0	0	0	C4	G2	T3	TP0	24.1
1970	log_KP_rel_mean	C4-G2-T3-TP0	0	0	C4	G2	T3	TP0	24.1
1981	log_CI_rel_mean	C4-G2-T3-TP3	0.0105440986666667	0.00839646254197624	C4	G2	T3	TP3	27
1982	log_Lac_rel_mean	C4-G2-T3-TP3	0.0019909	0.000304647422343163	C4	G2	T3	TP3	27
1983	log_EF_rel_mean	C4-G2-T3-TP3	0.784982217333333	0.463822660915203	C4	G2	T3	TP3	27
1984	log_EC_rel_mean	C4-G2-T3-TP3	1.95664752233333	0.437882398698833	C4	G2	T3	TP3	27
1985	log_KP_rel_mean	C4-G2-T3-TP3	0	0	C4	G2	T3	TP3	27
1996	log_CI_rel_mean	C4-G2-T3-TP6	0.009931555	0.00368575693712015	C4	G2	T3	TP6	30
1997	log_Lac_rel_mean	C4-G2-T3-TP6	0.009931555	0.00368575693712015	C4	G2	T3	TP6	30
1998	log_EF_rel_mean	C4-G2-T3-TP6	3.58421051133333	0.669723360443302	C4	G2	T3	TP6	30
1999	log_EC_rel_mean	C4-G2-T3-TP6	4.50452200733333	0.3095300356384	C4	G2	T3	TP6	30
2000	log_KP_rel_mean	C4-G2-T3-TP6	0	0	C4	G2	T3	TP6	30
2011	log_CI_rel_mean	C4-G2-T3-TP12	0.164774221333333	0.0849029270655445	C4	G2	T3	TP12	36
2012	log_Lac_rel_mean	C4-G2-T3-TP12	0.079942316	0.0569391779517327	C4	G2	T3	TP12	36
2013	log_EF_rel_mean	C4-G2-T3-TP12	5.08457370766667	0.189626287750052	C4	G2	T3	TP12	36
2014	log_EC_rel_mean	C4-G2-T3-TP12	5.35194192833333	0.149191336021498	C4	G2	T3	TP12	36
2015	log_KP_rel_mean	C4-G2-T3-TP12	0	0	C4	G2	T3	TP12	36
2026	log_CI_rel_mean	C4-G2-T3-TP24	0.115434181	0.0932915474299127	C4	G2	T3	TP24	48
2027	log_Lac_rel_mean	C4-G2-T3-TP24	0.0243267126666667	0.00450577492954247	C4	G2	T3	TP24	48
2028	log_EF_rel_mean	C4-G2-T3-TP24	4.836965259	0.488365483180081	C4	G2	T3	TP24	48
2029	log_EC_rel_mean	C4-G2-T3-TP24	5.267193711	0.237456747935066	C4	G2	T3	TP24	48
2030	log_KP_rel_mean	C4-G2-T3-TP24	0	0	C4	G2	T3	TP24	48
2041	log_CI_rel_mean	C4-G2-T4-TP0	0	0	C4	G2	T4	TP0	24.1
2042	log_Lac_rel_mean	C4-G2-T4-TP0	0	0	C4	G2	T4	TP0	24.1
2043	log_EF_rel_mean	C4-G2-T4-TP0	0	0	C4	G2	T4	TP0	24.1
2044	log_EC_rel_mean	C4-G2-T4-TP0	0	0	C4	G2	T4	TP0	24.1
2045	log_KP_rel_mean	C4-G2-T4-TP0	0	0	C4	G2	T4	TP0	24.1
2056	log_CI_rel_mean	C4-G2-T4-TP3	0.013390526	0.00691847579681756	C4	G2	T4	TP3	27
2057	log_Lac_rel_mean	C4-G2-T4-TP3	0.003010475	0.00218770880288793	C4	G2	T4	TP3	27
2058	log_EF_rel_mean	C4-G2-T4-TP3	0.221417302666667	0.106140423282348	C4	G2	T4	TP3	27
2059	log_EC_rel_mean	C4-G2-T4-TP3	1.469244881	0.296681135697836	C4	G2	T4	TP3	27
2060	log_KP_rel_mean	C4-G2-T4-TP3	0	0	C4	G2	T4	TP3	27
2071	log_CI_rel_mean	C4-G2-T4-TP6	0.0224023413333333	0.00503838488568815	C4	G2	T4	TP6	30
2072	log_Lac_rel_mean	C4-G2-T4-TP6	0.007897218	0.00735281775385412	C4	G2	T4	TP6	30
2073	log_EF_rel_mean	C4-G2-T4-TP6	0.526902144333333	0.465389748512974	C4	G2	T4	TP6	30
2074	log_EC_rel_mean	C4-G2-T4-TP6	2.97303014	1.21919665289503	C4	G2	T4	TP6	30
2075	log_KP_rel_mean	C4-G2-T4-TP6	0	0	C4	G2	T4	TP6	30
2086	log_CI_rel_mean	C4-G2-T4-TP12	0.018995024	0.00944829901733166	C4	G2	T4	TP12	36
2087	log_Lac_rel_mean	C4-G2-T4-TP12	0.0209303703333333	0.0108402996379036	C4	G2	T4	TP12	36
2088	log_EF_rel_mean	C4-G2-T4-TP12	1.014872814	0.450666331779135	C4	G2	T4	TP12	36
2089	log_EC_rel_mean	C4-G2-T4-TP12	3.49789895633333	1.31780842814717	C4	G2	T4	TP12	36
2090	log_KP_rel_mean	C4-G2-T4-TP12	0	0	C4	G2	T4	TP12	36
2101	log_CI_rel_mean	C4-G2-T4-TP24	0.104519320333333	0.0368865944171043	C4	G2	T4	TP24	48
2102	log_Lac_rel_mean	C4-G2-T4-TP24	0.088378652	0.0475241956662649	C4	G2	T4	TP24	48
2103	log_EF_rel_mean	C4-G2-T4-TP24	3.25130577866667	0.642251314402977	C4	G2	T4	TP24	48
2104	log_EC_rel_mean	C4-G2-T4-TP24	5.80314235133333	0.187097426734406	C4	G2	T4	TP24	48
2105	log_KP_rel_mean	C4-G2-T4-TP24	0	0	C4	G2	T4	TP24	48
2116	log_CI_rel_mean	C4-G3-T1-TP3	0.00939527	NA	C4	G3	T1	TP3	51
2117	log_Lac_rel_mean	C4-G3-T1-TP3	0.001558543	NA	C4	G3	T1	TP3	51
2118	log_EF_rel_mean	C4-G3-T1-TP3	1.546286844	NA	C4	G3	T1	TP3	51
2119	log_EC_rel_mean	C4-G3-T1-TP3	1.666761562	NA	C4	G3	T1	TP3	51
2120	log_KP_rel_mean	C4-G3-T1-TP3	0	NA	C4	G3	T1	TP3	51
2131	log_CI_rel_mean	C4-G3-T1-TP6	0.0474321306666667	0.0305919647126282	C4	G3	T1	TP6	54
2132	log_Lac_rel_mean	C4-G3-T1-TP6	0.0178427423333333	0.00581277897712561	C4	G3	T1	TP6	54
2133	log_EF_rel_mean	C4-G3-T1-TP6	5.22859469233333	0.321232961491238	C4	G3	T1	TP6	54
2134	log_EC_rel_mean	C4-G3-T1-TP6	2.87241511966667	1.45811021399854	C4	G3	T1	TP6	54
2135	log_KP_rel_mean	C4-G3-T1-TP6	0	0	C4	G3	T1	TP6	54
2146	log_CI_rel_mean	C4-G3-T1-TP12	0.902289198	0.699432398462912	C4	G3	T1	TP12	60
2147	log_Lac_rel_mean	C4-G3-T1-TP12	0.0242012296666667	0.00372706398482851	C4	G3	T1	TP12	60
2148	log_EF_rel_mean	C4-G3-T1-TP12	5.48276859166667	0.0812502975941512	C4	G3	T1	TP12	60
2149	log_EC_rel_mean	C4-G3-T1-TP12	5.061713618	0.216251080572349	C4	G3	T1	TP12	60
2150	log_KP_rel_mean	C4-G3-T1-TP12	0	0	C4	G3	T1	TP12	60
2161	log_CI_rel_mean	C4-G3-T1-TP24	1.53150427366667	1.31283606078169	C4	G3	T1	TP24	72
2162	log_Lac_rel_mean	C4-G3-T1-TP24	0.058032541	0.0257702737112434	C4	G3	T1	TP24	72
2163	log_EF_rel_mean	C4-G3-T1-TP24	5.10474661033333	0.290773507619906	C4	G3	T1	TP24	72
2164	log_EC_rel_mean	C4-G3-T1-TP24	5.06082230133333	0.320620238866622	C4	G3	T1	TP24	72
2165	log_KP_rel_mean	C4-G3-T1-TP24	0	0	C4	G3	T1	TP24	72
2176	log_CI_rel_mean	C4-G3-T2-TP3	0.002093146	NA	C4	G3	T2	TP3	51
2177	log_Lac_rel_mean	C4-G3-T2-TP3	0.002093146	NA	C4	G3	T2	TP3	51
2178	log_EF_rel_mean	C4-G3-T2-TP3	1.603926983	NA	C4	G3	T2	TP3	51
2179	log_EC_rel_mean	C4-G3-T2-TP3	1.614084736	NA	C4	G3	T2	TP3	51
2180	log_KP_rel_mean	C4-G3-T2-TP3	0	NA	C4	G3	T2	TP3	51
2191	log_CI_rel_mean	C4-G3-T2-TP6	0.016074141	0.00495456647307273	C4	G3	T2	TP6	54
2192	log_Lac_rel_mean	C4-G3-T2-TP6	0.016074141	0.00495456647307273	C4	G3	T2	TP6	54
2193	log_EF_rel_mean	C4-G3-T2-TP6	5.30249466333333	0.256084794696078	C4	G3	T2	TP6	54
2194	log_EC_rel_mean	C4-G3-T2-TP6	2.935008251	1.48634381471958	C4	G3	T2	TP6	54
2195	log_KP_rel_mean	C4-G3-T2-TP6	0	0	C4	G3	T2	TP6	54
2206	log_CI_rel_mean	C4-G3-T2-TP12	0.278928251333333	0.256739825676519	C4	G3	T2	TP12	60
2207	log_Lac_rel_mean	C4-G3-T2-TP12	0.0179748803333333	0.00440880408957714	C4	G3	T2	TP12	60
2208	log_EF_rel_mean	C4-G3-T2-TP12	5.42659431533333	0.0986607232918214	C4	G3	T2	TP12	60
2209	log_EC_rel_mean	C4-G3-T2-TP12	5.026530294	0.259090150234759	C4	G3	T2	TP12	60
2210	log_KP_rel_mean	C4-G3-T2-TP12	0	0	C4	G3	T2	TP12	60
2221	log_CI_rel_mean	C4-G3-T2-TP24	1.12844774133333	0.965063040935296	C4	G3	T2	TP24	72
2222	log_Lac_rel_mean	C4-G3-T2-TP24	0.0354485666666667	0.00605247898650689	C4	G3	T2	TP24	72
2223	log_EF_rel_mean	C4-G3-T2-TP24	5.17560990166667	0.17589980514981	C4	G3	T2	TP24	72
2224	log_EC_rel_mean	C4-G3-T2-TP24	5.03415957633333	0.290960749704159	C4	G3	T2	TP24	72
2225	log_KP_rel_mean	C4-G3-T2-TP24	0	0	C4	G3	T2	TP24	72
2236	log_CI_rel_mean	C4-G3-T3-TP3	0.00300115	NA	C4	G3	T3	TP3	51
2237	log_Lac_rel_mean	C4-G3-T3-TP3	0.00300115	NA	C4	G3	T3	TP3	51
2238	log_EF_rel_mean	C4-G3-T3-TP3	1.907354084	NA	C4	G3	T3	TP3	51
2239	log_EC_rel_mean	C4-G3-T3-TP3	2.506239509	NA	C4	G3	T3	TP3	51
2240	log_KP_rel_mean	C4-G3-T3-TP3	0	NA	C4	G3	T3	TP3	51
2251	log_CI_rel_mean	C4-G3-T3-TP6	0.017107895	0.001541751	C4	G3	T3	TP6	54
2252	log_Lac_rel_mean	C4-G3-T3-TP6	0.013716496	0.00350626856157197	C4	G3	T3	TP6	54
2253	log_EF_rel_mean	C4-G3-T3-TP6	5.32103667233333	0.232649508931934	C4	G3	T3	TP6	54
2254	log_EC_rel_mean	C4-G3-T3-TP6	2.878965276	1.49286081751237	C4	G3	T3	TP6	54
2255	log_KP_rel_mean	C4-G3-T3-TP6	0	0	C4	G3	T3	TP6	54
2266	log_CI_rel_mean	C4-G3-T3-TP12	0.0314890345	0.0122942135	C4	G3	T3	TP12	60
2267	log_Lac_rel_mean	C4-G3-T3-TP12	0.0306881763333333	0.00714310406366243	C4	G3	T3	TP12	60
2268	log_EF_rel_mean	C4-G3-T3-TP12	5.51348866966667	0.0336030221296848	C4	G3	T3	TP12	60
2269	log_EC_rel_mean	C4-G3-T3-TP12	4.88996611333333	0.162363585303409	C4	G3	T3	TP12	60
2270	log_KP_rel_mean	C4-G3-T3-TP12	0	0	C4	G3	T3	TP12	60
2281	log_CI_rel_mean	C4-G3-T3-TP24	0.050674854	0.009274737	C4	G3	T3	TP24	72
2282	log_Lac_rel_mean	C4-G3-T3-TP24	0.039722962	0.01219087857865	C4	G3	T3	TP24	72
2283	log_EF_rel_mean	C4-G3-T3-TP24	5.11728239233333	0.198808706404133	C4	G3	T3	TP24	72
2284	log_EC_rel_mean	C4-G3-T3-TP24	5.08659231266667	0.322597508153004	C4	G3	T3	TP24	72
2285	log_KP_rel_mean	C4-G3-T3-TP24	0	0	C4	G3	T3	TP24	72
2296	log_CI_rel_mean	C4-G3-T4-TP3	0.002557249	NA	C4	G3	T4	TP3	51
2297	log_Lac_rel_mean	C4-G3-T4-TP3	0.002557249	NA	C4	G3	T4	TP3	51
2298	log_EF_rel_mean	C4-G3-T4-TP3	1.104351689	NA	C4	G3	T4	TP3	51
2299	log_EC_rel_mean	C4-G3-T4-TP3	2.300343708	NA	C4	G3	T4	TP3	51
