Sample_ID	Sample_ID_no_rep	Rep	OD600	OD600_corr	OD600_corr_old	OD480	Dox_conc	Dox_R1_corr	Dox_corr_CC0	Time
C5-G2-T2-TP12-R3	C5-G2-T2-TP12	R3	330	280	280	101	3.31	5.54	0.44	36.0
C5-G2-T2-TP24-R1	C5-G2-T2-TP24	R1	271	217	221	98	1.92	5.08	0.55	48.0
C5-G2-T2-TP24-R2	C5-G2-T2-TP24	R2	364	316	314	97	1.46	6.47	0.54	48.0
C5-G2-T2-TP24-R3	C5-G2-T2-TP24	R3	217	167	167	96	1.00	4.16	0.33	48.0
C5-G2-T2-TP3-R1	C5-G2-T2-TP3	R1	53	-1	3	111	7.93	8.78	0.95	27.0
C5-G2-T2-TP3-R2	C5-G2-T2-TP3	R2	58	10	8	106	5.62	11.55	0.96	27.0
C5-G2-T2-TP3-R3	C5-G2-T2-TP3	R3	52	2	2	117	10.70	7.85	0.63	27.0
C5-G2-T2-TP6-R1	C5-G2-T2-TP6	R1	96	42	46	115	9.78	10.62	1.15	30.0
C5-G2-T2-TP6-R2	C5-G2-T2-TP6	R2	129	81	79	107	6.08	11.09	0.92	30.0
C5-G2-T2-TP6-R3	C5-G2-T2-TP6	R3	154	104	104	120	12.09	13.86	1.11	30.0
C5-G2-T3-TP0-R1	C5-G2-T3-TP0	R1	55	0	2	323	105.86	104.85	1.00	24.1
C5-G2-T3-TP0-R2	C5-G2-T3-TP0	R2	53	0	0	322	105.39	109.47	1.00	24.1
C5-G2-T3-TP0-R3	C5-G2-T3-TP0	R3	52	0	-1	319	104.01	103.47	1.00	24.1
C5-G2-T3-TP12-R1	C5-G2-T3-TP12	R1	306	251	253	314	101.70	105.32	1.00	36.0
C5-G2-T3-TP12-R2	C5-G2-T3-TP12	R2	307	254	254	299	94.77	102.08	0.93	36.0
C5-G2-T3-TP12-R3	C5-G2-T3-TP12	R3	220	168	167	306	98.00	100.24	0.97	36.0
C5-G2-T3-TP24-R1	C5-G2-T3-TP24	R1	152	97	99	206	51.81	54.97	0.52	48.0
C5-G2-T3-TP24-R2	C5-G2-T3-TP24	R2	235	182	182	309	99.39	104.39	0.95	48.0
C5-G2-T3-TP24-R3	C5-G2-T3-TP24	R3	124	72	71	211	54.12	57.28	0.55	48.0
C5-G2-T3-TP3-R1	C5-G2-T3-TP3	R1	54	-1	1	309	99.39	100.24	0.96	27.0
C5-G2-T3-TP3-R2	C5-G2-T3-TP3	R2	NA	0	NA	NA	NA	NA	NA	27.0
C5-G2-T3-TP3-R3	C5-G2-T3-TP3	R3	53	1	0	340	113.71	110.86	1.07	27.0
C5-G2-T3-TP6-R1	C5-G2-T3-TP6	R1	74	19	21	318	103.55	104.39	1.00	30.0
C5-G2-T3-TP6-R2	C5-G2-T3-TP6	R2	75	22	22	326	107.24	112.25	1.03	30.0
C5-G2-T3-TP6-R3	C5-G2-T3-TP6	R3	73	21	20	324	106.32	108.09	1.04	30.0
C5-G2-T4-TP0-R1	C5-G2-T4-TP0	R1	65	0	1	636	250.43	249.43	1.00	24.1
C5-G2-T4-TP0-R2	C5-G2-T4-TP0	R2	59	0	-5	629	247.20	251.28	1.00	24.1
C5-G2-T4-TP0-R3	C5-G2-T4-TP0	R3	58	0	-6	615	240.73	240.20	1.00	24.1
C5-G2-T4-TP12-R1	C5-G2-T4-TP12	R1	75	10	11	583	225.95	229.57	0.92	36.0
C5-G2-T4-TP12-R2	C5-G2-T4-TP12	R2	65	6	1	605	236.12	243.43	0.97	36.0
C5-G2-T4-TP12-R3	C5-G2-T4-TP12	R3	NA	0	NA	NA	NA	NA	NA	36.0
C5-G2-T4-TP24-R1	C5-G2-T4-TP24	R1	286	221	222	636	250.43	253.59	1.02	48.0
C5-G2-T4-TP24-R2	C5-G2-T4-TP24	R2	248	189	184	577	223.18	228.19	0.91	48.0
C5-G2-T4-TP24-R3	C5-G2-T4-TP24	R3	71	13	7	569	219.49	222.64	0.93	48.0
C5-G2-T4-TP3-R1	C5-G2-T4-TP3	R1	64	-1	0	583	225.95	226.80	0.91	27.0
C5-G2-T4-TP3-R2	C5-G2-T4-TP3	R2	NA	0	NA	NA	NA	NA	NA	27.0
C5-G2-T4-TP3-R3	C5-G2-T4-TP3	R3	57	-1	-7	646	255.05	252.21	1.05	27.0
C5-G2-T4-TP6-R1	C5-G2-T4-TP6	R1	69	4	5	570	219.95	220.80	0.89	30.0
C5-G2-T4-TP6-R2	C5-G2-T4-TP6	R2	59	0	-5	656	259.67	264.68	1.05	30.0
C5-G2-T4-TP6-R3	C5-G2-T4-TP6	R3	59	1	-5	581	225.03	226.80	0.94	30.0
C5-G3-T1-TP0-R1	C5-G3-T1-TP0	R1	54	0	4					48.1
C5-G3-T1-TP0-R2	C5-G3-T1-TP0	R2	48	0	-2					48.1
C5-G3-T1-TP0-R3	C5-G3-T1-TP0	R3	49	0	-1					48.1
C5-G3-T1-TP12-R1	C5-G3-T1-TP12	R1	586	532	536					60.0
C5-G3-T1-TP12-R2	C5-G3-T1-TP12	R2	373	325	323					60.0
C5-G3-T1-TP12-R3	C5-G3-T1-TP12	R3	364	315	314					60.0
C5-G3-T1-TP24-R1	C5-G3-T1-TP24	R1	534	480	484					72.0
C5-G3-T1-TP24-R2	C5-G3-T1-TP24	R2	307	259	257					72.0
C5-G3-T1-TP24-R3	C5-G3-T1-TP24	R3	295	246	245					72.0
C5-G3-T1-TP3-R1	C5-G3-T1-TP3	R1	65	11	15					51.0
C5-G3-T1-TP3-R2	C5-G3-T1-TP3	R2	52	4	2					51.0
C5-G3-T1-TP3-R3	C5-G3-T1-TP3	R3	53	4	3					51.0
C5-G3-T1-TP6-R1	C5-G3-T1-TP6	R1	288	234	238					54.0
C5-G3-T1-TP6-R2	C5-G3-T1-TP6	R2	181	133	131					54.0
C5-G3-T1-TP6-R3	C5-G3-T1-TP6	R3	184	135	134					54.0
C5-G3-T2-TP0-R1	C5-G3-T2-TP0	R1	53	0	3					48.1
C5-G3-T2-TP0-R2	C5-G3-T2-TP0	R2	47	0	-3					48.1
C5-G3-T2-TP0-R3	C5-G3-T2-TP0	R3	49	0	-1					48.1
C5-G3-T2-TP12-R1	C5-G3-T2-TP12	R1	392	339	342					60.0
C5-G3-T2-TP12-R2	C5-G3-T2-TP12	R2	371	324	321					60.0
C5-G3-T2-TP12-R3	C5-G3-T2-TP12	R3	378	329	328					60.0
C5-G3-T2-TP24-R1	C5-G3-T2-TP24	R1	345	292	295					72.0
C5-G3-T2-TP24-R2	C5-G3-T2-TP24	R2	312	265	262					72.0
C5-G3-T2-TP24-R3	C5-G3-T2-TP24	R3	289	240	239					72.0
C5-G3-T2-TP3-R1	C5-G3-T2-TP3	R1	53	0	3					51.0
C5-G3-T2-TP3-R2	C5-G3-T2-TP3	R2	51	4	1					51.0
C5-G3-T2-TP3-R3	C5-G3-T2-TP3	R3	52	3	2					51.0
C5-G3-T2-TP6-R1	C5-G3-T2-TP6	R1	92	39	42					54.0
C5-G3-T2-TP6-R2	C5-G3-T2-TP6	R2	164	117	114					54.0
C5-G3-T2-TP6-R3	C5-G3-T2-TP6	R3	161	112	111					54.0
C5-G3-T3-TP0-R1	C5-G3-T3-TP0	R1	54	0	4					48.1
C5-G3-T3-TP0-R2	C5-G3-T3-TP0	R2	48	0	-2					48.1
C5-G3-T3-TP0-R3	C5-G3-T3-TP0	R3	50	0	0					48.1
C5-G3-T3-TP12-R1	C5-G3-T3-TP12	R1	386	332	336					60.0
C5-G3-T3-TP12-R2	C5-G3-T3-TP12	R2	380	332	330					60.0
C5-G3-T3-TP12-R3	C5-G3-T3-TP12	R3	410	360	360					60.0
C5-G3-T3-TP24-R1	C5-G3-T3-TP24	R1	324	270	274					72.0
C5-G3-T3-TP24-R2	C5-G3-T3-TP24	R2	307	259	257					72.0
C5-G3-T3-TP24-R3	C5-G3-T3-TP24	R3	327	277	277					72.0
C5-G3-T3-TP3-R1	C5-G3-T3-TP3	R1	52	-2	2					51.0
C5-G3-T3-TP3-R2	C5-G3-T3-TP3	R2	48	0	-2					51.0
C5-G3-T3-TP3-R3	C5-G3-T3-TP3	R3	49	-1	-1					51.0
C5-G3-T3-TP6-R1	C5-G3-T3-TP6	R1	98	44	48					54.0
C5-G3-T3-TP6-R2	C5-G3-T3-TP6	R2	108	60	58					54.0
C5-G3-T3-TP6-R3	C5-G3-T3-TP6	R3	88	38	38					54.0
C5-G3-T4-TP0-R1	C5-G3-T4-TP0	R1	52	0	2					48.1
C5-G3-T4-TP0-R2	C5-G3-T4-TP0	R2	48	0	-2					48.1
C5-G3-T4-TP0-R3	C5-G3-T4-TP0	R3	49	0	-1					48.1
C5-G3-T4-TP12-R1	C5-G3-T4-TP12	R1	377	325	327					60.0
C5-G3-T4-TP12-R2	C5-G3-T4-TP12	R2	331	283	281					60.0
C5-G3-T4-TP12-R3	C5-G3-T4-TP12	R3	399	350	349					60.0
C5-G3-T4-TP24-R1	C5-G3-T4-TP24	R1	288	236	238					72.0
C5-G3-T4-TP24-R2	C5-G3-T4-TP24	R2	310	262	260					72.0
C5-G3-T4-TP24-R3	C5-G3-T4-TP24	R3	332	283	282					72.0
C5-G3-T4-TP3-R1	C5-G3-T4-TP3	R1	53	1	3					51.0
C5-G3-T4-TP3-R2	C5-G3-T4-TP3	R2	66	18	16					51.0
C5-G3-T4-TP3-R3	C5-G3-T4-TP3	R3	48	-1	-2					51.0
C5-G3-T4-TP6-R1	C5-G3-T4-TP6	R1	113	61	63					54.0
C5-G3-T4-TP6-R2	C5-G3-T4-TP6	R2	350	302	300					54.0
C5-G3-T4-TP6-R3	C5-G3-T4-TP6	R3	52	3	2					54.0
